quote,code
Where there is sorrow there is holy ground,??
But what is the good of friendship if one cannot say exactly what one means? Anybody can say charming things and try to please and to flatter but a true friend always says unpleasant things and does not mind giving pain. Indeed if he is a really true friend he prefers it for he knows that then he is doing good.,??
If you meet at dinner a man who has spent his life in educating himself you rise from the table richer and conscious that a high ideal has for a moment touched and sanctified your days.,??
Be yourself; everyone else is already taken.,??
After a good dinner one can forgive anybody even one's own relations,??
Tread lightly she is near/ Under the snow/ Speak gently she can hear/ The daisies grow.,??
Looking good and dressing well is a necessity. Having a purpose in life is not.,??
I don't like principles. I prefer prejudices.,??
Nothing is so dangerous as being too modern; one is apt to grow old-fashioned quite suddenly,??
The Americans are certainly hero-worshippers and always take their heroes from the criminal classes.,??
Indeed so far from being humorous the male American is the most abnormally serious creature who ever existed.... It is only fair to admit that he can exaggerate but even his exaggeration has a rational basis. It is not founded on wit or fancy; it does not spring from any poetic imagination....,??
Those who try to lead the people can only do so by following the mob,??
Women are meant to be loved not to be understood.,??
She behaves as if she was beautiful. Most American women do. It is the secret of their charm.,??
Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them,??
To toil for a hard master is bitter but to have no master to toil for is more bitter still,??
The worst vice of a fanatic is his sincerity.,??
Men marry because they are tired women because they are curious; both are disappointed.,??
Either that wallpaper goes or I do.,??
No crime is vulgar but all vulgarity is crime,??
The mere mechanical technique of acting can be taught but the spirit that is to give life to lifeless forms must be born in a man. No dramatic college can teach its pupils to think or to feel. It is Nature who makes our artists for us though it may be Art who taught them their right mode of expression.,??
Questions are never indiscreet: answers sometimes are,??
Woman begins by resisting a man's advances and ends up blocking his retreat.,??
It is grossly selfish to require of one's neighbour that he should think in the same way and hold the same opinions. Why should he?  If he can think he will probably think differently. If he cannot think it is monstrous to require thought of any kind.,??
Nothing is so aggravating as calmness.,??
I knew that I had come face to face with some one whose mere personality was so fascinating that if I allowed it to do so it would absorb my whole nature my whole soul my very art itself.,??
The fact is the public make use of the classics of a country as a means of checking the progress of Art. They degrade the classics into authorities. They use them as bludgeons for preventing the free expression of Beauty in new forms.,??
To love oneself is the beginning of a life-long romance,??
The strength of women comes from the fact that psychology cannot explain us. Men can be analyzed women merely adored.,??
London is full of women who trust their husbands. One can always recognize them. They look so thoroughly unhappy.,??
Wickedness is a myth invented by good people to account for the curious attraction of others.,??
As a wicked man I am a complete failure. Why there are lots of people who say I have never really done anything wrong in the whole course of my life. Of course they only say it behind my back.,??
Vulgarity is the conduct of other people just as falsehoods are the truths of other people.,??
Vulgarity is simply the conduct of other people.,??
Whatever harsh criticisms may be passed on the construction of her sentences she at least possesses that one touch of vulgarity that makes the whole world kin.,??
The worst form of tyranny the world has ever known the tyranny of the weak over the strong. It is the only tyranny that lasts.,??
If one tells the truth one is sure sooner or later to be found out,??
I was disappointed in Niagara -- most people must be disappointed in Niagara. Every American bride is taken there and the sight of the stupendous waterfall must be one of the earliest if not the keenest disappointments in American married life.,??
In this world there are two tragedies. One is not getting what one wants and the other is getting it. The last is much the worst.,??
It often happens that the real tragedies of life occur in such an inartistic manner that they hurt us by their crude violence their absolute incoherence their absurd want of meaning their entire lack of style.,??
Time is waste of money.,??
Thinking is the most unhealthy thing in the world and people die of it just as they die of any other disease. Fortunately in England at any rate thought is not catching. Our splendid physique as a people is entirely due to our national stupidity.,??
The stage is not merely the meeting place of all the arts but is also the return of art to life.,??
Rich bachelors should be heavily taxed. It is not fair that some men should be happier than others.,??
Good taste is the excuse I have given for leading such a bad life.,??
I like to do all the talking myself. It saves time and prevents arguments.,??
To have the reputation of possessing the most perfect social tact talk to every woman as if you loved her and to every man as if he bored you.,??
To become a spectator of one's own life is to escape the suffering of life.,??
I can sympathize with everything except suffering.,??
While one should always study the method of a great artist one should never imitate his manner. The manner of an artist is essentially individual the method of an artist is absolutely universal. The first is personality which no one should copy; the second is perfection which all should aim at.,??
The greatest of all sins is stupidity.,??
The State is to make what is useful. The individual is to make what is beautiful.,??
Talk to a woman as if you loved her and to a man as if he bored you.,??
Lots of people act well but few people talk well. This shows that talking is the more difficult of the two.,??
Where there is sorrow there is holy ground.,??
Skepticism is the beginning of Faith.,??
The only difference between the saint and the sinner is that every saint has a past and every sinner has a future.,??
I adore simple pleasures. They are the last refuge of the complex.,??
He knew the precise psychological moment when to say nothing.,??
A sentimentalist is simply one who desires to have the luxury of an emotion without paying for it.,??
A person who because he has corns himself always treads on other people's toes.,??
Life has been your art. You have set yourself to music. Your days are your sonnets.,??
Scandal: gossip made tedious by morality.,??
One should never make one's debut with a scandal. One should reserve that to give an interest to one's old age.,??
It is well for his peace that the saint goes to his martyrdom. He is spared the sight of the horror of his harvest.,??
Music makes one feel so romantic - at least it always gets on one's nerves -which is the same thing nowadays.,??
Nothing spoils a romance so much as a sense of humor in the woman.,??
Men always want to be a woman's first love. Women have a more subtle instinct: What they like is to be a man's last romance.,??
He must have a truly romantic nature for he weeps when there is nothing at all to weep about.,??
The old-fashioned respect for the young is fast dying out.,??
Good resolutions are useless attempts to interfere with scientific laws. Their origin is pure vanity. Their result is absolutely nil. They give us now and then some of those luxurious sterile emotions that have a certain charm for the weak. They a,??
He hadn't a single redeeming vice.,??
The sick do not ask if the hand that smoothes their pillow is pure nor the dying care if the lips that touch their brow have known the kiss of sin.,??
One is absolutely sickened not by the crimes that the wicked have committed but by the punishments that the good have inflicted; and a community is infinitely more brutalized by the habitual employment of punishment than it is by the occasional occurrence of crime.,??
Punctuality is the thief of time. Wilde I never travel without my diary. One should always have Something sensational to read in the train.,??
The English public as a mass takes no interest in a work of art until it is told that the work in question is immoral.,??
The more one analyses people the more all reasons for analysis disappear. Sooner or later one comes to that dreadful universal thing called human nature.,??
If property had simply pleasures we could stand it; but its duties make it unbearable. In the interest of the rich we must get rid of it.,??
Only mediocrities progress. An artist revolves in a cycle of masterpieces the first of which is no less perfect than the last.,??
What is termed Sin is an essential element of progress. Without it the world would stagnate or grow old or become colorless. By its curiosity Sin increases the experience of the race. Through its intensified assertion of individualism it saves us from monotony of type. In its rejection of the current notions about morality it is one with the higher ethics.,??
I know not whether Laws be right or whether Laws be wrong; all that we know who live in goal is that the wall is strong; and that each day is like a year a year whose days are long.,??
He was always late on principle his principle being that punctuality is the thief of time.,??
One can only give an unbiased opinion about things that do not interest one which is no doubt the reason an unbiased opinion is always valueless. The man who sees both sides of a question is a man who sees absolutely nothing.,??
Most of our modern portrait painters are doomed to absolute oblivion. They never paint what they see. They paint what the public sees and the public never sees anything.,??
Popularity is the only insult that has not yet been offered to Mr. Whistler.,??
Popularity is the crown of laurel which the world puts on bad art. Whatever is popular is wrong.,??
Popularity is the one insult I have never suffered.,??
The play was a great success but the audience was a disaster.,??
Philanthropic people lose all sense of humanity. It is their distinguishing characteristic.,??
When one pays a visit it is for the purpose of wasting other people's time not one's own.,??
The way of paradoxes is the way of truth.,??
No work of art ever puts forward views. Views belong to people who are not artists.,??
The sign of a Philistine age is the cry of immorality against art.,??
Disobedience in the eyes of any one who has read history is man's original virtue. It is through disobedience that progress has been made through disobedience and through rebellion.,??
The final mystery is oneself.,??
Music makes one feel so romantic - at least it always gets on one's nerves - which is the same thing nowadays.,??
If one hears bad music it is one's duty to drown it by one's conversation.,??
Music is the art which is most nigh to tears and memory.,??
There is no such thing as morality or immorality in thought. There is immoral emotion.,??
I never approve or disapprove of anything now. It is an absurd attitude to take towards life. We are not sent into the world to air our moral prejudices. I never take any notice of what common people say and I never interfere with what charming people do.,??
A man who moralizes is usually a hypocrite and a woman who moralizes is invariably plain.,??
For an artist to marry his model is as fatal as for a gourmet to marry his cook: the one gets no sittings and the other gets no dinners.,??
Life would be dull without them.,??
What is mind but motion in the intellectual sphere?,??
The Ideal Man should talk to us as if we were goddesses and treat us as if we were children. He should refuse all our serious requests and gratify every one of our whims. He should encourage us to have caprices and forbid us to have missions. He should always say much more than he means and always mean much more than he says.,??
For his mourners will be outcast men and outcasts always mourn.,??
A misanthrope I can understand - a womanthrope never,??
The proper basis for marriage is mutual misunderstanding,??
I know of course how important it is not to keep a business engagement if one wants to retain any sense of the beauty of life.,??
In old days men had the rack. Now they have the Press.,??
When a woman marries again it is because she detested her first husband. When a man marries again it is because he adored his first wife. Women try their luck; men risk theirs.,??
Twenty years of romance make a woman look like a ruin but twenty years of marriage make her something like a public building.,??
Marriage is the one subject on which all women agree and all men disagree.,??
Marriage is the triumph of imagination over intelligence. Second marriage is the triumph of hope over experience.,??
Ultimately the bond of all companionship whether in marriage or in friendship is conversation.,??
On the whole the great success of marriage in the States is due partly to the fact that no American man is ever idle and partly to the fact that no American wife is considered responsible for the quality of her husband's dinners.,??
Long engagements give people the opportunity of finding out each other's character before marriage which is never advisable.,??
They flaunt their conjugal felicity in one's face as if it were the most fascinating of sins.,??
Women represent the triumph of matter over mind just as men represent the triumph of mind over morals.,??
We have little time and lots to do lets take time for everything we do.,??
Literature always anticipates life. It does not copy it but moulds it to its purpose. The nineteenth century as we know it is largely an invention of Balzac.,??
The liar at any rate recognizes that recreation not instruction is the aim of conversation and is a far more civilized being than the blockhead who loudly expresses his disbelief in a story which is told simply for the amusement of the company.,??
As one knows the poet by his fine music so one can recognize the liar by his rich rhythmic utterance and in neither case will the casual inspiration of the moment suffice. Here as elsewhere practice must precede perfection.,??
When liberty comes with hands dabbled in blood it is hard to shake hands with her.,??
Cultivated leisure is the aim of man.,??
The mind of the thoroughly well-informed man is a dreadful thing. It is like a bric-a-brac shop all monsters and dust with everything priced above its proper value.,??
A kiss may ruin a human life.,??
The way of paradoxes is the way of truth. To test Reality we must see it on the tight-rope. When the Verities become acrobats we can judge them.,??
It is exactly because a man cannot do a thing that he is a proper judge of it,??
Sympathy with joy intensifies the sum of sympathy in the world sympathy with pain does not really diminish the amount of pain.,??
The difference between literature and journalism is that journalism is unreadable and literature is not read,??
It was a fatal day when the public discovered that the pen is mightier than the paving-stone and can be made as offensive as the brickbat. They at once sought for the journalist found him developed him and made him their industrious and well-paid servant. It is greatly to be regretted for both their sakes.,??
There is much to be said in favor of modern journalism. By giving us the opinions of the uneducated it keeps us in touch with the ignorance of the community. By carefully chronicling the current events of contemporary life it shows us of what very little importance such events really are. By invariably discussing the unnecessary it makes us understand what things are requisite for culture and what are not.,??
Bad manners make a journalist.,??
The best way to appreciate your job is to imagine yourself without one.,??
Laughter is not at all a bad beginning for a friendship and it is far the best ending for one.,??
A man's face is his autobiography. A woman's face is her work of fiction.,??
Perhaps after all America never has been discovered. I myself would say that it had merely been detected.,??
There is something terribly morbid in the modern sympathy with pain. One should sympathise with the colour the beauty the joy of life. The less said about life's sores the better.,??
Everybody who is incapable of learning has taken to teaching.,??
All that I desire to point out is the general principle that life imitates art far more than art imitates life.,??
There is a luxury in self-reproach. When we blame ourselves we feel no one else has a right to blame us.,??
Ordinary riches can be stolen; real riches cannot. In your soul are infinitely precious things that cannot be taken from you.,??
In America the President reigns for four years and Journalism governs forever and ever.,??
If one plays good music people don't listen and if one plays bad music people don't talk.,??
I think that God in creating man somewhat overestimated his ability.,??
I sometimes think that God in creating man somewhat overestimated his ability.,??
I have nothing to declare except my genuis.,??
I always pass on good advice. It is the only thing to do with it. It is never of any use to oneself.,??
Arguments are to be avoided: they are always vulgar and often convincing.,??
Anybody can be good in the country. There are no temptations there.,??
All bad poetry springs from genuine feeling. To be natural is to be obvious and to be obvious is to be inartistic.,??
A cynic is a man who knows the price of everything but the value of nothing.,??
The difference between literature and journalism is that journalism is unreadable and literature is not read.,??
Ambition is the last refuge of the failure.,??
Men marry because they are tired; women because they are curious; both are disappointed.,??
A man can be happy with any woman as long as he does not love her.,??
In modern life nothing produces such an effect as a good platitude. It makes the whole world kin.,??
By giving us the opinions of the uneducated journalism keeps us in touch with the ignorance of the community.,??
There is no such thing as a moral or an immoral book. Books are well written or badly written.,??
Man can believe the impossible but man can never believe the improbable.,??
It is better to be beautiful than to be good. But... it is better to be good than to be ugly.,??
When the gods wish to punish us they answer our prayers.,??
There is only one thing in life worse than being talked about and that is not being talked about.,??
There are only two kinds of people who are really fascinating - people who know absolutely everything and people who know absolutely nothing.,??
A man can't be too careful in the choice of his enemies.,??
There's nothing in the world like the devotion of a married woman. It's a thing no married man knows anything about.,??
The cynic knows the price of everything and the value of nothing.,??
Women are never disarmed by compliments. Men always are. That is the difference between the two sexes.,??
It is only the modern that ever becomes old-fashioned.,??
An excellent man; he has no enemies; and none of his friends like him.,??
While we look to the dramatist to give romance to realism we ask of the actor to give realism to romance.,??
The old believe everything the middle-aged suspect everything the young know everything.,??
Pessimist: One who when he has the choice of two evils chooses both.,??
It is only by not paying one's bills that one can hope to live in the memory of the commercial classes.,??
Romance should never begin with sentiment. It should begin with science and end with a settlement.,??
There is nothing so difficult to marry as a large nose.,??
Morality is simply the attitude we adopt towards people whom we personally dislike.,??
Now that the House of Commons is trying to become useful it does a great deal of harm.,??
Arguments are extremely vulgar for everyone in good society holds exactly the same opinion.,??
The basis of optimism is sheer terror.,??
Only the shallow know themselves.,??
What we have to do what at any rate it is our duty to do is to revive the old art of Lying.,??
Woman begins by resisting a man's advances and ends by blocking his retreat.,??
The truth is rarely pure and never simple.,??
Those whom the gods love grow young.,??
Fathers should be neither seen nor heard. That is the only proper basis for family life.,??
It is through Art and through Art only that we can realise our perfection.,??
It is what you read when you don't have to that determines what you will be when you can't help it.,??
One's real life is so often the life that one does not lead.,??
The man who can dominate a London dinner-table can dominate the world.,??
The salesman knows nothing of what he is selling save that he is charging a great deal too much for it.,??
Ah well then I suppose I shall have to die beyond my means.,??
I can resist everything except temptation.,??
No man is rich enough to buy back his past.,??
Bigamy is having one wife too many. Monogamy is the same.,??
How marriage ruins a man! It is as demoralizing as cigarettes and far more expensive.,??
To lose one parent may be regarded as a misfortune; to lose both looks like carelessness.,??
Nothing can cure the soul but the senses just as nothing can cure the senses but the soul.,??
When I was young I thought that money was the most important thing in life; now that I am old I know that it is.,??
Most people die of a sort of creeping common sense and discover when it is too late that the only things one never regrets are one's mistakes.,??
Questions are never indiscreet answers sometimes are.,??
To love oneself is the beginning of a lifelong romance.,??
Memory... is the diary that we all carry about with us.,??
No woman should ever be quite accurate about her age. It looks so calculating.,??
I never travel without my diary. One should always have something sensational to read in the train.,??
I suppose society is wonderfully delightful. To be in it is merely a bore. But to be out of it is simply a tragedy.,??
Life is far too important a thing ever to talk seriously about.,??
The world is divided into two classes those who believe the incredible and those who do the improbable.,??
All art is quite useless.,??
Whenever people agree with me I always feel I must be wrong.,??
The only way to get rid of temptation is to yield to it... I can resist everything but temptation.,??
The critic has to educate the public; the artist has to educate the critic.,??
The pure and simple truth is rarely pure and never simple.,??
It is always the unreadable that occurs.,??
The imagination imitates. It is the critical spirit that creates.,??
The moment you think you understand a great work of art it's dead for you.,??
I am not young enough to know everything.,??
Man is a rational animal who always loses his temper when he is called upon to act in accordance with the dictates of reason.,??
One's past is what one is. It is the only way by which people should be judged.,??
Society exists only as a mental concept; in the real world there are only individuals.,??
Every portrait that is painted with feeling is a portrait of the artist not of the sitter.,??
All women become like their mothers. That is their tragedy. No man does. That's his.,??
A gentleman is one who never hurts anyone's feelings unintentionally.,??
As long as a woman can look ten years younger than her own daughter she is perfectly satisfied.,??
If you are not too long I will wait here for you all my life.,??
I like persons better than principles and I like persons with no principles better than anything else in the world.,??
I regard the theatre as the greatest of all art forms the most immediate way in which a human being can share with another the sense of what it is to be a human being.,??
In married life three is company and two none.,??
Man is least himself when he talks in his own person. Give him a mask and he will tell you the truth.,??
I have the simplest tastes. I am always satisfied with the best.,??
The true mystery of the world is the visible not the invisible.,??
If there was less sympathy in the world there would be less trouble in the world.,??
When good Americans die they go to Paris.,??
These days man knows the price of everything but the value of nothing.,??
I am so clever that sometimes I don't understand a single word of what I am saying.,??
Fashion is a form of ugliness so intolerable that we have to alter it every six months.,??
Most people are other people. Their thoughts are someone else's opinions their lives a mimicry their passions a quotation.,??
Between men and women there is no friendship possible. There is passion enmity worship love but no friendship.,??
Quotation is a serviceable substitute for wit.,??
Nothing is so aggravating than calmness.,??
When a man has once loved a woman he will do anything for her except continue to love her.,??
Children begin by loving their parents; after a time they judge them; rarely if ever do they forgive them.,??
There is always something infinitely mean about other people's tragedies.,??
Alas I am dying beyond my means.,??
Women are made to be loved not understood.,??
With an evening coat and a white tie anybody even a stock broker can gain a reputation for being civilized.,??
It is only the unimaginative who ever invents. The true artist is known by the use he makes of what he annexes.,??
Nowadays to be intelligible is to be found out.,??
The intellect is not a serious thing and never has been. It is an instrument on which one plays that is all.,??
Insincerity is merely a method by which we can multiply our personalities,??
Nothing looks so like innocence as an indiscretion.,??
Private information is practically the source of every large modern fortune.,??
It is a very sad thing that nowadays there is so little useless information.,??
My great mistake the fault for which I can't forgive myself is that one day I ceased my obstinate pursuit of my own individuality.,??
It is better to have a permanent income than to be fascinating.,??
To do nothing at all is the most difficult thing in the world the most difficult and the most intellectual.,??
Life is too important to be taken seriously.,??
In matters of grave importance style not sincerity is the vital thing.,??
Marriage is the triumph of imagination over intelligence.,??
The one person who has more illusions than the dreamer is the man of action.,??
Ignorance is like a delicate fruit; touch it and the bloom is gone.,??
He rides in the row at ten o clock in the morning goes to the Opera three times a week changes his clothes at least five times a day and dines out every night of the season. You don't call that leading an idle life do you?,??
A map of the world that does not include Utopia is not worth even glancing at for it leaves out the one country at which Humanity is always landing.,??
The value of an idea has nothing whatever to do with the sincerity of the man who expresses it.,??
A man who moralizes is usually a hypocrite and a woman who moralizes is invariably plain,??
They are horribly tedious when they are good husbands and abominably conceited when they are not.,??
The husbands of very beautiful women belong to the criminal classes.,??
One knows so well the popular idea of health. The English country gentleman galloping after a fox -- the unspeakable in full pursuit of the uneatable.,??
Imagination is a quality given a man to compensate him for what he is not and a sense of humor was provided to console him for what he is.,??
In the old times men carried out their rights for themselves as they lived but nowadays every baby seems born with a social manifesto in its mouth much bigger than itself.,??
The only thing that one really knows about human nature is that it changes. Change is the one quality we can predicate of it. The systems that fail are those that rely on the permanency of human nature and not on its growth and development. The error of Louis XIV was that he thought human nature would always be the same. The result of his error was the French Revolution. It was an admirable result.,??
It is because Humanity has never known where it was going that it has been able to find its way.,??
The brotherhood of man is not a mere poet's dream: it is a most depressing and humiliating reality.,??
The world is a stage but the play is badly cast.,??
Man is made for something better than disturbing dirt.,??
I'm sure I don't know half the people who come to my house. Indeed from all I hear I shouldn't like to.,??
Anybody can make history. Only a great man can write it.,??
To give an accurate description of what has never occurred is not merely the proper occupation of the historian but the inalienable privilege of any man of parts and culture.,??
Whenever cannibals are on the brink of starvation Heaven in its infinite mercy sends them a nice plump missionary,??
The heart was made to be broken,??
I hate vulgar realism in literature. The man who could call a spade a spade should be compelled to use one. It is the only thing he is fit for.,??
Discord is to be forced to be in harmony with others.,??
When we are happy we are always good but when we are good we are not always happy.,??
A man can be happy with any woman as long as he does not love her,??
What nonsense people talk about happy marriages!  A man can be happy with any woman so long as he doesn't love her,??
Frank Harris has been received in all the great houses -- once!,??
Anybody can make history; only a great man can write it,??
Shallow sorrows and shallow loves live on. The loves and sorrows that are great are destroyed by their own plenitude.,??
What is said of a man is nothing. The point is who says it.,??
Gossip is charming! History is merely gossip. But scandal is gossip made tedious by morality.,??
Scandal is gossip made tedious by morality,??
To be good according to the vulgar standard of goodness is obviously quite easy. It merely requires a certain amount of sordid terror a certain lack of imaginative thought and a certain low passion for middle-class respectability.,??
If you pretend to be good the world takes you very seriously. If you pretend to be bad it doesn't. Such is the astounding stupidity of optimism.,??
I see when men love women. They give them but a little of their lives. But women when they love give everything.,??
A true gentleman is one who is never unintentionally rude.,??
Put your talent into your work but your genius into your life,??
From the point of view of literature Mr. Kipling is a genius who drops his aspirates. From the point of view of life he is a reporter who knows vulgarity better than any one has ever known it.,??
Genius lasts longer than Beauty. That accounts for the fact that we all take such pains to over-educate ourselves.,??
Ridicule is the tribute paid to the genius by the mediocrities.,??
The longer I live the more keenly I feel that whatever was good enough for our fathers is not good enough for us.,??
There is only one real tragedy in a woman's life. The fact that her past is always her lover and her future invariably her husband.,??
Every saint has a past and every sinner has a future.,??
Illusion is the first of all pleasures.,??
What people call insincerity is simply a method by which we can multiply our personalities.,??
Women love us for our defects. If we have enough of them they will forgive us everything even our gigantic intellects.,??
The only way to get rid of a temptation is to yield to it.,??
A chemist on each side will approach the frontier with a bottle,??
Of course I have played outdoor games. I once played dominoes in an open air cafe in Paris.,??
Everything popular is wrong.,??
It is perfectly monstrous the way people go about nowadays saying things against one behind one's back that are absolutely and entirely true.,??
I put all my genius into my life; I put only my talent into my works.,??
When the gods wish to punish us they answer our prayers.,??
I love talking about nothing. It is the only thing I know anything about.,??
We can forgive a man for making a useful thing as long as he does not admire it. The only excuse for making a useless thing is that one admires it intensely.,??
An acquaintance that begins with a compliment is sure to develop into a real friendship.,??
Selfishness is not living as one wishes to live it is asking others to live as one wishes to live.,??
I can stand brute force but brute reason is quite unbearable. There is something unfair about its use. It is hitting below the intellect.,??
In examinations the foolish ask questions the wise cannot answer.,??
Only dull people are brilliant at breakfast.,??
Flowers are as common in the country as people are in London.,??
The amount of women in London who flirt with their own husbands is perfectly scandalous. It looks so bad. It is simply washing one's clean linen in public.,??
Yet each man kills the thing he loves By each let this be heard Some do it with a bitter look Some with a flattering word. The coward does it with a kiss The brave man with a sword!,??
People who love only once in their lives are shallow people. What they call their loyalty and their fidelity I call either the lethargy of custom or their lack of imagination. Faithfulness is to the emotional life what consistency is to the life of the intellect -- simply a confession of failures.,??
One should not be too severe on English novels; they are the only relaxation of the intellectually unemployed.,??
"When they reached the end of the room he stopped and muttered some words she could not understand. She opened her eyes and saw the wall slowly fading away like a mist and a great black cavern in front of her. A bitter cold wind swept round them and she felt something pulling at her dress. Quickand sh quick cried the Ghost ""or it will be too late""""or it will be too lat""or it will be too lat""""or it will be too lat"" and in a moment the wainscoting had closed behind them and the Tapestry Chamber was empty.""""hen they reached the end of the room he stopped and muttered some words she could not understand. She opened her eyes and saw the wall slowly fading away like a mist and a great black cavern in front of her. A bitter c""""""hen they reached the end of the room he stopped and muttered some words she could not understand. She opened her eyes and saw the wall slowly fading away like a mist and a great black cavern in front of her. A bitter cold wind swept round them and she felt something pulling at her dress. Quick""and sh quick cried the Ghost ""or it will be too late""""or it will be too lat""or it will be too lat""""or it will be too lat"" and in a moment """"en they reached the end of the room he stopped and muttered some words she could not understand. She opened her eyes and saw the wall slow""",??
I live in fear of not being misunderstood,??
Yet each man kills the thing he loves By each let this be heard Some do it with a bitter look Some with a flattering word The coward does it with a kiss The brave man with a sword!,??
There are many things that we would throw away if we were not afraid that others might pick them up.,??
None of us can stand other people having the same faults as ourselves.,??
The American father is never seen in London. He passes his life entirely in Wall Street and communicates with his family once a month by means of a telegram in cipher.,??
Nothing is so dangerous as being too modern; one is apt to grow old fashioned quite suddenly.,??
Woman's first duty in life is to her dressmaker. What the second duty is no one has yet discovered.,??
Fashion by which what is really fantastic becomes for a moment the universal.,??
It is only the modern that ever becomes old fashioned.,??
And now I am dying beyond my means. [Sipping champagne on his deathbed],??
I can believe anything provided it is incredible.,??
What a fuss people make about fidelity! Why even in love it is purely a question for physiology. It has nothing to do with our own will. Young men want to be faithful and are not; old men want to be faithless and cannot: that is all one can say.,??
Those who are faithful know only the trivial side of love: it is the faithless who know love's tragedies.,??
Misfortunes one can endure -- they come from outside they are accidents. But to suffer for one's own faults -- Ah! there is the sting of life.,??
We Irish are too poetical to be poets; we are a nation of brilliant failures but we are the greatest talkers since the Greeks.,??
Newspapers. . . give us the bald sordid disgusting facts of life. They chronicle with degrading avidity the sins of the second-rate and with the conscientiousness of the illiterate give us accurate and prosaic details. . .,??
Disobedience in the eyes of anyone who has read history is man's original virtue. It is through disobedience that progress has been made through disobedience and through rebellion.,??
Where there is no extravagance there is no love and where there is no love there is no understanding.,??
Extravagance is the luxury of the poor; penury is the luxury of the rich,??
Find expression for a sorrow and it will become dear to you. Find an expression for joy and you will intensify its ecstasy.,??
An ordinary man away from home giving advice.,??
Experience is the name every one gives to their mistakes.,??
To get back to my youth I would do anything in the world except take exercise get up early or be respectable,??
The only possible form of exercise is to talk not to walk.,??
Good taste is the excuse I've always given for leading such a bad life,??
Moderation is a fatal thing. Nothing succeeds like excess.,??
Examinations sir are pure humbug from beginning to end. If a man is a gentleman he knows quite enough and if he is not a gentleman whatever he knows is bad for him.,??
The only difference between saints and sinners is that every saint has a past while every sinner has a future.,??
The great things in life are what they seem to be. And for that reason strange as it may sound to you often are very difficult to interpret (understand). Great passion are for the great of souls. Great events can only be seen by people who are on a level with them. We think we can have our visions for nothing. We cannot. Even the finest and most self-sacrificing visions have to paid for. Strangely enough that is what makes them fine.,??
Nothing makes one so vain as being told that one is a sinner.,??
No artist has ethical sympathies. An ethical sympathy in an artist is an unpardonable mannerism of style.,??
Experience was of no ethical value. It was merely the name men gave to their mistakes.,??
I love acting. It is so much more real than life.,??
There is something tragic about the enormous number of young men there are in England at the present moment who start life with perfect profiles and end by adopting some useful profession.,??
Pardon me you are not engaged to any one. When you do become engaged to some one I or your father should his health permit him will inform you of the fact. An engagement should come on a young girl as a surprise pleasant or unpleasant as the case may be. It is hardly a matter that she could be allowed to arrange for herself.,??
In all matters of opinion our adversaries are insane.,??
In the wild struggle for existance we want to have something that endures and so we fill our minds with rubbish and facts in the silly hope of keeping our place.,??
The modern sympathy with invalids is morbid. Illness of any kind is hardly a thing to be encouraged in others.,??
There is always something ridiculous about the emotions of people whom one has ceased to love.,??
I am the only person in the world I should like to know thoroughly.,??
I have nothing to declare except my genius.,??
The whole theory of modern education is radically unsound. Fortunately in England at any rate education produces no effect whatsoever. If it did it would prove a serious danger to the upper classes and probably lead to acts of violence.,??
Nothing that is worth knowing can be taught.,??
The first duty of life is to be as artificial as possible. What the second duty is no one as yet discovered.,??
Mr. Henry James writes fiction as if it were a painful duty.,??
Oh duty is what one expects from others it is not what one does oneself.,??
The one duty we owe to history is to rewrite it.,??
Dullness is the coming of age of seriousness.,??
One should either be a work of art or wear a work of art.,??
Society often forgives the criminal; it never forgives the dreamer.,??
It is he who has broken the bond of marriage -- not I. I only break its bondage.,??
Never speak disrespectfully of Society. Only people who can't get into it do that.,??
She is absolutely inadmissible into society. Many a woman has a past but I am told that she has at least a dozen and that they all fit.,??
Discontent is the first step in the progress of a man or a nation.,??
Discontent is the first step in the progress of a man or a nation,??
If the poor only had profiles there would be no difficulty in solving the problem of poverty,??
Of course the music is a great difficulty. You see if one plays good music people don't listen and if one plays bad music people don't talk.,??
Better the rule of One whom all obey than to let clamorous demagogues betray our freedom with the kiss of anarchy.,??
I have met a lot of hardboiled eggs in my time but you're twenty minutes.,??
There is no such thing as an omen. Destiny does not send us heralds. She is too wise or too cruel for that.,??
Despotism is unjust to everybody including the despot who was probably made for better things.,??
Through our sunless lanes creeps Poverty with her hungry eyes and Sin with his sodden face follows close behind her. Misery wakes us in the morning and Shame sits with us at night.,??
Why was I born with such contemporaries?,??
There are only two tragedies in life: one is not getting what one wants and the other is getting it.,??
A sentimentalist is simply one who desires to have the luxury of an emotion without paying for it,??
I don't want to earn my living; I want to live.,??
Life is never fair and perhaps it is a good thing for most of us that it is not.,??
It is very vulgar to talk like a dentist when one isn't a dentist. It produced a false impression.,??
Democracy means simply the bludgeoning of the people by the people for the people.,??
I must decline your invitation owing to a subsequent engagement,??
Deceiving others. That is what the world calls a romance.,??
A man who pays his bills on time is soon forgotten,??
Relations are simply a tedious pack of people who haven't the remotest knowledge of how to live nor the smallest instinct about when to die,??
And the wild regrets and the bloody sweats none knew so well as I: for he who lives more lives than one more deaths than one must die.,??
A thing is not necessarily true because a man dies for it.,??
No man dies for what he knows to be true. Men die for what they want to be true for what some terror in their hearts tells them is not true.,??
