|0|code
10|[our, Congress, matter, here, ,, you, were, right, in, supposing, I, would, support, the, nominee, ., Neither, Baker, nor, I, ,, however, ,, is, the, man, ,, but, Hardin, ,, so, far, as, I, can, judge, from, present, appearances, ., We, shall, have, no, split, or, trouble, about, the, matter, ;, all, will, be, harmony, ., In, relation, to, the, ``, coming, events, '', about, which, Butler, wrote, you, ,, I, had, not, heard, one, word, before, I, got, your, letter, ;, but, I, have, so, much, confidence, in, the, judgment, of, Butler, on, such, a, subject, that, I, incline, ...]|3
11|[make, arrangements, with, railroad, for, carrying, the, mails, --, in, Committee, of, the, Whole, ], ,, but, had, failed, ., One, of, the, objects, he, had, then, had, in, view, was, now, in, a, great, measure, superseded, by, what, had, fallen, from, the, gentleman, from, Virginia, who, had, just, taken, his, seat, ., He, begged, to, assure, his, friends, on, the, other, side, of, the, House, that, no, assault, whatever, was, meant, upon, the, Postmaster-General, ,, and, he, was, glad, that, what, the, gentleman, had, now, said, modified, to, a, great, extent, the, impression, which, might, have, been, created, by, ...]|3
12|[fighting, for, ,, and, still, fight, on, ., Again, ,, the, President, is, resolved, under, all, circumstances, to, have, full, territorial, indemnity, for, the, expenses, of, the, war, ;, but, he, forgets, to, tell, us, how, we, are, to, get, the, excess, after, those, expenses, shall, have, surpassed, the, value, of, the, whole, of, the, Mexican, territory, ., So, again, ,, he, insists, that, the, separate, national, existence, of, Mexico, shall, be, maintained, ;, but, he, does, not, tell, us, how, this, can, be, done, ,, after, we, shall, have, taken, all, her, territory, ., Lest, the, questions, I, have, ...]|3
13|[the, minimum, price, of, the, public, lands, ., The, question, of, the, reduction, in, value, of, those, sections, was, to, him, at, this, time, a, matter, very, nearly, of, indifference, ., He, was, inclined, to, desire, that, Wisconsin, should, be, obliged, by, having, it, reduced, ., But, the, gentleman, from, Indiana, [, Mr., C., B., Smith, ], ,, the, chairman, of, the, Committee, on, Territories, ,, yesterday, associated, that, question, with, the, general, question, ,, which, is, now, to, some, extent, agitated, in, Congress, ,, of, making, appropriations, of, alternate, sections, of, land, to, aid, the, States, in, making, internal, ...]|3
14|[and, repairs, in, harbors, already, in, use, and, not, much, out, of, repair, ., But, if, I, have, any, correct, general, idea, of, it, ,, it, must, be, wholly, inefficient, for, any, general, beneficent, purposes, of, improvement, ., I, know, very, little, ,, or, rather, nothing, at, all, ,, of, the, practical, matter, of, levying, and, collecting, tonnage, duties, ;, but, I, suppose, one, of, its, principles, must, be, to, lay, a, duty, for, the, improvement, of, any, particular, harbor, upon, the, tonnage, coming, into, that, harbor, ;, to, do, otherwise, --, to, collect, money, in, one, harbor, ,, to, ...]|3
15|[as, well, defined, as, is, that, of, General, Cass, ., In, saying, this, ,, I, admit, I, do, not, certainly, know, what, he, would, do, on, the, Wilmot, Proviso, ., I, am, a, Northern, man, or, rather, a, Western, Free-State, man, ,, with, a, constituency, I, believe, to, be, ,, and, with, personal, feelings, I, know, to, be, ,, against, the, extension, of, slavery, ., As, such, ,, and, with, what, information, I, have, ,, I, hope, and, believe, General, Taylor, ,, if, elected, ,, would, not, veto, the, proviso, ., But, I, do, not, know, it, ., Yet, if, ...]|3
16|[true, ,, one, might, well, say, of, your, party, there, ,, as, a, drunken, fellow, once, said, when, he, heard, the, reading, of, an, indictment, for, hog-stealing, ., The, clerk, read, on, till, he, got, to, and, through, the, words, ,, ``, did, steal, ,, take, ,, and, carry, away, ten, boars, ,, ten, sows, ,, ten, shoats, ,, and, ten, pigs, ,, '', at, which, he, exclaimed, ,, ``, Well, ,, by, golly, ,, that, is, the, most, equally, divided, gang, of, hogs, I, ever, did, hear, of, !, '', If, there, is, any, other, gang, of, hogs, more, ...]|3
17|[and, afterward, ran, for, the, State, Senate, himself, ,, not, desiring, the, seat, ,, but, avowedly, to, aid, and, strengthen, his, party, ., He, made, speech, after, speech, with, a, degree, of, fierceness, and, coarseness, against, General, Taylor, not, quite, consistent, with, his, habitually, gentlemanly, deportment, ., At, least, one, (, and, I, think, more, ), of, those, who, are, now, trying, to, have, him, retained, was, himself, an, applicant, for, this, very, office, ,, and, ,, failing, to, get, my, recommendation, ,, now, takes, this, turn, ., In, writing, you, a, third, time, in, relation, to, these, offices, ,, ...]|3
18|[taking, him, ., In, haste, ,, as, ever, ,, Your, letter, of, the, 22d, is, just, received, ., Your, proposal, about, selling, the, east, forty, acres, of, land, is, all, that, I, want, or, could, claim, for, myself, ;, but, I, am, not, satisfied, with, it, on, Mother, 's, account, --, I, want, her, to, have, her, living, ,, and, I, feel, that, it, is, my, duty, ,, to, some, extent, ,, to, see, that, she, is, not, wronged, ., She, had, a, right, of, dower, (, that, is, ,, the, use, of, one-third, for, life, ), in, the, other, ...]|3
19|[canonical, authority`All, men, are, born, free, and, equal, ., ', ``, This, is, a, genuine, coin, in, the, political, currency, of, our, generation, ., I, am, sorry, to, say, that, I, have, never, seen, two, men, of, whom, it, is, true, ., But, I, must, admit, I, never, saw, the, Siamese, Twins, ,, and, therefore, will, not, dogmatically, say, that, no, man, ever, saw, a, proof, of, this, sage, aphorism, ., '', This, sounds, strangely, in, republican, America, ., The, like, was, not, heard, in, the, fresher, days, of, the, republic, ., Let, us, contrast, with, it, the, language, of, ...]|3
20|[Columbia.., The, North, got, the, western, boundary, of, Texas, thrown, farther, back, eastward, than, the, South, desired, ;, but, ,, in, turn, ,, they, gave, Texas, ten, millions, of, dollars, with, which, to, pay, her, old, debts, ., This, is, the, Compromise, of, 1850, ., Preceding, the, Presidential, election, of, 1852, ,, each, of, the, great, political, parties, ,, Democrats, and, Whigs, ,, met, in, convention, and, adopted, resolutions, indorsing, the, Compromise, of, '50, ,, as, a, ``, finality, ,, '', a, final, settlement, ,, so, far, as, these, parties, could, make, it, so, ,, of, all, slavery, agitation, ., ...]|3
21|[from, Africa, and, sold, into, bondage, ., But, however, this, may, be, ,, we, know, the, opening, of, new, countries, to, slavery, tends, to, the, perpetuation, of, the, institution, ,, and, so, does, keep, men, in, slavery, who, would, otherwise, be, free, ., This, result, we, do, not, feel, like, favoring, ,, and, we, are, under, no, legal, obligation, to, suppress, our, feelings, in, this, respect, ., Equal, justice, to, the, South, ,, it, is, said, ,, requires, us, to, consent, to, the, extension, of, slavery, to, new, countries, ., That, is, to, say, ,, inasmuch, as, you, do, not, ...]|3
22|[thrown, in, company, with, the, abolitionists, ., Will, they, allow, me, ,, as, an, old, Whig, ,, to, tell, them, ,, good-humoredly, ,, that, I, think, this, is, very, silly, ?, Stand, with, anybody, that, stands, right, ., Stand, with, him, while, he, is, right, ,, and, part, with, him, when, he, goes, wrong, ., Stand, with, the, abolitionist, in, restoring, the, Missouri, Compromise, ,, and, stand, against, him, when, he, attempts, to, repeal, the, Fugitive, Slave, law, ., In, the, latter, case, you, stand, with, the, Southern, disunionist, ., What, of, that, ?, You, are, still, right, ., In, ...]|3
23|[United, States, Senate, ,, and, I, want, the, chance, of, being, the, man, ., You, are, a, member, of, the, Legislature, ,, and, have, a, vote, to, give, ., Think, it, over, ,, and, see, whether, you, can, do, better, than, to, go, for, me, ., Write, me, ,, at, all, events, ;, and, let, this, be, confidential, ., I, have, really, got, it, into, my, head, to, try, to, be, United, States, Senator, ,, and, ,, if, I, could, have, your, support, ,, my, chances, would, be, reasonably, good, ., But, I, know, ,, and, acknowledge, ,, that, you, ...]|3
24|['', Meanwhile, the, hapless, negro, is, the, fruitful, subject, of, reprisals, in, other, quarters, ., John, Pettit, ,, whom, Tom, Benton, paid, his, respects, to, ,, you, will, recollect, ,, calls, the, immortal, Declaration, ``, a, self-evident, lie, '', ;, while, at, the, birthplace, of, freedom, --, in, the, shadow, of, Bunker, Hill, and, of, the, ``, cradle, of, liberty, ,, '', at, the, home, of, the, Adamses, and, Warren, and, Otis, --, Choate, ,, from, our, side, of, the, house, ,, dares, to, fritter, away, the, birthday, promise, of, liberty, by, proclaiming, the, Declaration, to, be, ``, a, string, ...]|3
25|[manacle, anew, an, already, oppressed, race, ?, ``, Woe, unto, them, ,, '', it, is, written, ,, ``, that, decree, unrighteous, decrees, and, that, write, grievousness, which, they, have, prescribed, ., '', Can, we, afford, to, sin, any, more, deeply, against, human, liberty, ?, One, great, trouble, in, the, matter, is, ,, that, slavery, is, an, insidious, and, crafty, power, ,, and, gains, equally, by, open, violence, of, the, brutal, as, well, as, by, sly, management, of, the, peaceful, ., Even, after, the, Ordinance, of, 1787, ,, the, settlers, in, Indiana, and, Illinois, (, it, was, all, one, government, then, ...]|3
26|[the, people, of, Utah, peacefully, form, a, State, constitution, tolerating, polygamy, ,, will, the, Democracy, admit, them, into, the, Union, ?, '', There, is, nothing, in, the, United, States, Constitution, or, law, against, polygamy, ;, and, why, is, it, not, a, part, of, the, Judge, 's, ``, sacred, right, of, self-government, '', for, the, people, to, have, it, ,, or, rather, to, keep, it, ,, if, they, choose, ?, These, questions, ,, so, far, as, I, know, ,, the, Judge, never, answers, ., It, might, involve, the, Democracy, to, answer, them, either, way, ,, and, they, go, unanswered, ., As, ...]|3
27|[last, two, or, three, weeks, ., During, the, trial, it, is, not, improbable, that, all, hands, may, come, over, and, take, a, look, at, the, bridge, ,, and, ,, if, it, were, possible, to, make, it, hit, right, ,, I, could, then, speak, at, Davenport, ., My, courts, go, right, on, without, cessation, till, late, in, November, ., Write, me, again, ,, pointing, out, the, more, striking, points, of, difference, between, your, old, and, new, constitutions, ,, and, also, whether, Democratic, and, Republican, party, lines, were, drawn, in, the, adoption, of, it, ,, and, which, were, for, and, which, were, ...]|3
28|[as, to, amount, to, just, this, :, That, if, any, one, man, choose, to, enslave, another, ,, no, third, man, shall, be, allowed, to, object, ., That, argument, was, incorporated, into, the, Nebraska, Bill, itself, ,, in, the, language, which, follows, :, ``, It, being, the, true, intent, and, meaning, of, this, Act, not, to, legislate, slavery, into, any, Territory, or, State, ,, nor, to, exclude, it, therefrom, ,, but, to, leave, the, people, thereof, perfectly, free, to, form, and, regulate, their, domestic, institutions, in, their, own, way, ,, subject, only, to, the, Constitution, of, the, United, States, ., '', ...]|3
29|[It, is, enough, for, my, purpose, to, ask, this, crowd, whenever, a, Republican, said, anything, against, it, ., They, never, said, anything, against, it, ,, but, they, have, constantly, spoken, for, it, ;, and, whoever, will, undertake, to, examine, the, platform, ,, and, the, speeches, of, responsible, men, of, the, party, ,, and, of, irresponsible, men, ,, too, ,, if, you, please, ,, will, be, unable, to, find, one, word, from, anybody, in, the, Republican, ranks, opposed, to, that, popular, sovereignty, which, Judge, Douglas, thinks, that, he, has, invented, ., I, suppose, that, Judge, Douglas, will, claim, ,, in, a, ...]|3
30|[black, men, to, marry, all, the, black, women, ;, and, in, God, 's, name, let, them, be, so, married, ., The, Judge, regales, us, with, the, terrible, enormities, that, take, place, by, the, mixture, of, races, ;, that, the, inferior, race, bears, the, superior, down, ., Why, ,, Judge, ,, if, we, do, not, let, them, get, together, in, the, Territories, ,, they, wo, n't, mix, there, ., I, should, say, at, least, that, that, is, a, self-evident, truth, ., Now, ,, it, happens, that, we, meet, together, once, every, year, ,, sometimes, about, the, 4th, of, July, ,, for, ...]|3
31|[of, submitting, the, Constitution, back, to, the, people, ., But, bearing, on, the, question, of, whether, the, delegates, were, fairly, elected, ,, a, speech, of, his, ,, made, something, more, than, twelve, months, ago, ,, from, this, stand, ,, becomes, important, ., It, was, made, a, little, while, before, the, election, of, the, delegates, who, made, Lecompton, ., In, that, speech, he, declared, there, was, every, reason, to, hope, and, believe, the, election, would, be, fair, ;, and, if, any, one, failed, to, vote, ,, it, would, be, his, own, culpable, fault, ., I, ,, a, few, days, after, ,, ...]|3
32|[I, charge, him, with, having, been, a, party, to, that, conspiracy, and, to, that, deception, for, the, sole, purpose, of, nationalizing, slavery, ., Will, it, be, agreeable, to, you, to, make, an, arrangement, for, you, and, myself, to, divide, time, ,, and, address, the, same, audiences, the, present, canvass, ?, Mr., Judd, ,, who, will, hand, you, this, ,, is, authorized, to, receive, your, answer, ;, and, ,, if, agreeable, to, you, ,, to, enter, into, the, terms, of, such, arrangement, ., Yours, of, yesterday, ,, naming, places, ,, times, ,, and, terms, for, joint, discussions, between, us, ,, was, ...]|3
33|[Judge, to, it, if, he, is, not, willing, ), that, he, has, broken, through, the, ``, self-respect, ,, '', and, has, got, to, saying, the, thing, out, ., The, Judge, nods, to, me, that, it, is, so, ., It, is, fortunate, for, me, that, I, can, keep, as, good-humored, as, I, do, ,, when, the, Judge, acknowledges, that, he, has, been, trying, to, make, a, question, of, veracity, with, me, ., I, know, the, Judge, is, a, great, man, ,, while, I, am, only, a, small, man, ,, but, I, feel, that, I, have, got, him, ., I, demur, to, ...]|3
34|[I, must, say, here, that, ,, as, to, the, question, of, the, abolition, of, the, slave-trade, between, the, different, States, ,, I, can, truly, answer, ,, as, I, have, ,, that, I, am, pledged, to, nothing, about, it, ., It, is, a, subject, to, which, I, have, not, given, that, mature, consideration, that, would, make, me, feel, authorized, to, state, a, position, so, as, to, hold, myself, entirely, bound, by, it, ., In, other, words, ,, that, question, has, never, been, prominently, enough, before, me, to, induce, me, to, investigate, whether, we, really, have, the, constitutional, power, to, do, it, ...]|3
35|[that, I, did, not, say, so, ., Yet, it, will, be, so, reported, in, the, printed, speech, that, he, can, not, help, seeing, it, ., He, says, if, I, should, vote, for, the, admission, of, a, slave, State, I, would, be, voting, for, a, dissolution, of, the, Union, ,, because, I, hold, that, the, Union, can, not, permanently, exist, half, slave, and, half, free, ., I, repeat, that, I, do, not, believe, this, government, can, endure, permanently, half, slave, and, half, free, ;, yet, I, do, not, admit, ,, nor, does, it, at, all, follow, ,, that, the, admission, of, ...]|3
36|[the, 6th, ,, respecting, the, interstate, slave, trade, ,, to, which, Dr., Molony, ,, the, Democratic, nominee, for, Congress, ,, replied, as, follows, :, All, I, have, to, say, in, regard, to, Dr., Molony, is, that, he, was, the, regularly, nominated, Democratic, candidate, for, Congress, in, his, district, ;, was, elected, at, that, time, ;, at, the, end, of, his, term, was, appointed, to, a, land-office, at, Danville, ., (, I, never, heard, anything, of, Judge, Douglas, 's, instrumentality, in, this, ., ), He, held, this, office, a, considerable, time, ,, and, when, we, were, at, Freeport, the, other, day, ...]|3
37|[social, and, political, relations, of, the, negro, and, the, white, man, can, be, made, ,, except, in, the, State, Legislature, ,, --, not, in, the, Congress, of, the, United, States, ;, and, as, I, do, not, really, apprehend, the, approach, of, any, such, thing, myself, ,, and, as, Judge, Douglas, seems, to, be, in, constant, horror, that, some, such, danger, is, rapidly, approaching, ,, I, propose, as, the, best, means, to, prevent, it, that, the, Judge, be, kept, at, home, ,, and, placed, in, the, State, Legislature, to, fight, the, measure, ., I, do, not, propose, dwelling, longer, at, this, ...]|3
38|[,, for, a, submission, of, the, constitution, to, the, people, ., And, now, ,, my, direct, question, to, Judge, Douglas, is, ,, to, answer, why, ,, if, he, deemed, the, bill, silent, on, this, point, ,, he, found, it, necessary, to, strike, out, those, particular, harmless, words, ., If, he, had, found, the, bill, silent, and, without, this, provision, ,, he, might, say, what, he, does, now, ., If, he, supposes, it, was, implied, that, the, constitution, would, be, submitted, to, a, vote, of, the, people, ,, how, could, these, two, lines, so, encumber, the, statute, as, to, make, it, ...]|3
39|[and, all, the, reading, and, intelligent, men, in, the, community, would, see, them, and, know, all, about, my, opinions, ., And, I, have, not, supposed, ,, and, do, not, now, suppose, ,, that, there, is, any, conflict, whatever, between, them, ., But, the, Judge, will, have, it, that, if, we, do, not, confess, that, there, is, a, sort, of, inequality, between, the, white, and, black, races, which, justifies, us, in, making, them, slaves, ,, we, must, then, insist, that, there, is, a, degree, of, equality, that, requires, us, to, make, them, our, wives, ., Now, ,, I, have, all, the, ...]|3
40|[that, the, new, Dred, Scott, decision, ,, deciding, against, the, right, of, the, people, of, the, States, to, exclude, slavery, ,, will, never, be, made, if, that, party, is, not, sustained, by, the, elections, ., I, believe, ,, further, ,, that, it, is, just, as, sure, to, be, made, as, to-morrow, is, to, come, ,, if, that, party, shall, be, sustained, ., I, have, said, ,, upon, a, former, occasion, ,, and, I, repeat, it, now, ,, that, the, course, of, arguement, that, Judge, Douglas, makes, use, of, upon, this, subject, (, I, charge, not, his, motives, in, this, ), ...]|3
41|[power, to, exclude, slavery, ,, nor, have, they, used, other, language, substantially, that, ,, I, also, say, ,, so, far, as, I, can, find, ,, not, one, of, the, concurring, judges, has, said, that, the, States, can, exclude, slavery, ,, nor, said, anything, that, was, substantially, that, ., The, nearest, approach, that, any, one, of, them, has, made, to, it, ,, so, far, as, I, can, find, ,, was, by, Judge, Nelson, ,, and, the, approach, he, made, to, it, was, exactly, ,, in, substance, ,, the, Nebraska, Bill, ,, --, that, the, States, had, the, exclusive, power, over, the, ...]|3
42|[that, what, you, can, not, do, directly, ,, you, can, not, do, indirectly, ?, Does, he, mean, that, ?, The, truth, about, the, matter, is, this, :, Judge, Douglas, has, sung, paeans, to, his, ``, Popular, Sovereignty, '', doctrine, until, his, Supreme, Court, ,, co-operating, with, him, ,, has, squatted, his, Squatter, Sovereignty, out, ., But, he, will, keep, up, this, species, of, humbuggery, about, Squatter, Sovereignty, ., He, has, at, last, invented, this, sort, of, do-nothing, sovereignty, ,, --, that, the, people, may, exclude, slavery, by, a, sort, of, ``, sovereignty, '', that, is, exercised, by, doing, nothing, at, ...]|3
43|[policy, was, initiated, with, the, avowed, object, and, confident, promise, of, putting, an, end, to, the, slavery, agitation, ., Under, the, operation, of, this, policy, ,, that, agitation, has, not, only, not, ceased, ,, but, has, constantly, augmented, ., In, my, opinion, it, will, not, cease, until, a, crisis, shall, have, been, reached, and, passed, ., 'A, house, divided, against, itself, can, not, stand, ., ', I, believe, this, government, can, not, endure, permanently, ,, half, slave, and, half, free, ., I, do, not, expect, the, house, to, fall, ,, but, I, do, expect, it, will, cease, to, be, divided, ...]|3
44|[man, can, logically, say, it, who, does, see, a, wrong, in, it, ,, because, no, man, can, logically, say, he, do, n't, care, whether, a, wrong, is, voted, up, or, voted, down, ., He, may, say, he, do, n't, care, whether, an, indifferent, thing, is, voted, up, or, down, ,, but, he, must, logically, have, a, choice, between, a, right, thing, and, a, wrong, thing, ., He, contends, that, whatever, community, wants, slaves, has, a, right, to, have, them, ., So, they, have, ,, if, it, is, not, a, wrong, ., But, if, it, is, a, wrong, ,, he, can, ...]|3
45|[find, within, her, borders, ., The, number, amounts, to, just, one, hundred, and, eighty-four, ., In, the, Old, Dominion, --, in, the, Democratic, and, aristocratic, State, of, Virginia, --, there, were, a, few, more, mulattoes, than, the, Census-takers, found, in, New, Hampshire, ., How, many, do, you, suppose, there, were, ?, Seventy-nine, thousand, ,, seven, hundred, and, seventy-five, --, twenty-three, thousand, more, than, there, were, in, all, the, free, States, !, In, the, slave, States, there, were, in, 1800, ,, three, hundred, and, forty-eight, thousand, mulattoes, all, of, home, production, ;, and, in, the, free, States, there, were, less, than, ...]|3
46|[., Secondly, ,, Douglas, (, who, is, the, most, dangerous, enemy, of, liberty, ,, because, the, most, insidious, one, ), would, have, little, support, in, the, North, ,, and, by, consequence, ,, no, capital, to, trade, on, in, the, South, ,, if, it, were, not, for, his, friends, thus, magnifying, him, and, his, humbug, ., But, lastly, ,, and, chiefly, ,, Douglas, 's, popular, sovereignty, ,, accepted, by, the, public, mind, as, a, just, principle, ,, nationalizes, slavery, ,, and, revives, the, African, slave, trade, inevitably, ., Taking, slaves, into, new, Territories, ,, and, buying, slaves, in, Africa, ,, are, ...]|3
47|[not, be, eradicated, by, the, succeeding, millions, who, have, as, much, right, there, as, the, first, comers, ,, or, ,, if, eradicated, ,, not, without, infinite, difficulty, and, a, long, struggle, ,, he, considers, the, power, to, prohibit, it, as, one, of, these, little, local, ,, trivial, things, that, the, nation, ought, not, to, say, a, word, about, ;, that, it, affects, nobody, save, the, few, men, who, are, there, ., Take, these, two, things, and, consider, them, together, ,, present, the, question, of, planting, a, State, with, the, institution, of, slavery, by, the, side, of, a, question, who, shall, ...]|3
48|[held, unconstitutional, ., Judge, Douglas, says, if, the, Constitution, carries, slavery, into, the, Territories, ,, beyond, the, power, of, the, people, of, the, Territories, to, control, it, as, other, property, ;, then, it, follows, logically, that, every, one, who, swears, to, support, the, Constitution, of, the, United, States, must, give, that, support, to, that, property, which, it, needs, ., And, ,, if, the, Constitution, carries, slavery, into, the, Territories, ,, beyond, the, power, of, the, people, ,, to, control, it, as, other, property, ,, then, it, also, carries, it, into, the, States, ,, because, the, Constitution, is, the, supreme, law, ...]|3
49|[little, though, it, be, ,, in, comparison, to, the, whole, which, he, does, for, you, ., Some, other, ,, things, I, will, ask, your, attention, to, ., He, said, upon, the, floor, of, the, United, States, Senate, ,, and, he, has, repeated, it, ,, as, I, understand, ,, a, great, many, times, ,, that, he, does, not, care, whether, slavery, is, ``, voted, up, or, voted, down, ., '', This, again, shows, you, ,, or, ought, to, show, you, ,, if, you, would, reason, upon, it, ,, that, he, does, not, believe, it, to, be, wrong, ;, for, a, man, ...]|3
50|[the, country, ,, intend, to, ``, stand, by, our, guns, ,, '', to, be, patient, and, firm, ,, and, in, the, long, run, to, beat, you, ,, whether, you, take, him, or, not, ., We, know, that, before, we, fairly, beat, you, we, have, to, beat, you, both, together, ., We, know, that, you, are, ``, all, of, a, feather, ,, '', and, that, we, have, to, beat, you, all, together, ,, and, we, expect, to, do, it, ., We, do, n't, intend, to, be, very, impatient, about, it, ., We, mean, to, be, as, deliberate, and, calm, about, it, ...]|3
51|[not, object, ,, even, though, he, agreed, with, us, in, thinking, slavery, wrong, ., That, can, not, excuse, violence, ,, bloodshed, and, treason, ., It, could, avail, him, nothing, that, he, might, think, himself, right, ., So, ,, if, we, constitutionally, elect, a, President, ,, and, therefore, you, undertake, to, destroy, the, Union, ,, it, will, be, our, duty, to, deal, with, you, as, old, John, Brown, has, been, dealt, with, ., We, shall, try, to, do, our, duty, ., We, hope, and, believe, that, in, no, section, will, a, majority, so, act, as, to, render, such, extreme, measures, necessary, ...]|3
