,0,code
11,"[so, here, we, are.Yes, ,, I, understand, you, came, all, the, way, downstairs, to, tell, me, your, brother, is, awake, too, ., Did, you, know, Badfinger, came, all, the, way, from, Wales, to, make, their, mark, on, the, London, rock, scene, of, the, late, 1960s, ?, I, ?, ?, ?, m, not, trying, to, compare, you, or, say, your, problems, aren, ?, ?, ?, t, valid, ,, but, only, one, of, you, went, on, to, write, ?, ?, ?, Day, After, Day., ?, ?, ?, Oh, ,, you, can, ?, ?, ?, t, find, your, blanky, ?, Well, ,, I, ...]",100
12,"[right, next, door, to, Frito-Lay, ., That, ?, ?, ?, s, a, name, that, everybody, knows, and, it, was, supposed, to, establish, credibility, with, the, customer.Q, :, But, you, had, no, association, with, Frito, Lay, ?, A, :, No.Q, :, OK, so, you, ?, ?, ?, re, having, these, pep, rallies.A, :, Yeah, ., There, was, one, salesman, who, was, like, the, leader, and, his, name, was, Johnny, Walker, ,, just, like, the, whiskey, ., He, was, right, out, of, a, movie, ., He, had, suspenders, ,, gray, hair, ?, ?, ?, He, was, a, grizzled, old, chain, smoker.They, called, ...]",100
13,"[back, off, again, ., We, would, see, who, could, pull, off, the, most, ridiculous, pratfall, coming, back, off, the, truck.I, would, put, a, case, of, meat, on, my, shoulder, and, practically, do, a, cartwheel, off, the, edge, of, the, truck, with, the, case, of, meat, flying, everywhere, ., I, would, be, on, the, ground, ,, bellowing, in, pain, ,, pretending, that, I, had, twisted, my, ankle, ., And, I, would, yell, ,, ?, ?, ?, I, don, ?, ?, ?, t, have, insurance, and, I, think, I, twisted, my, ankle., ?, ?, ?, We, were, just, stupid, kids.Q, :, How, ...]",100
14,"[on, why, we, ?, ?, ?, ll, replant, with, a, different, ,, hardier, species, ., That, kind, of, takes, the, fun, out, of, it.Instead, ,, I, could, go, shut-in, style, ., For, three, decades, ,, my, uncle, has, been, afraid, to, go, out, at, night, for, fear, he, ?, ?, ?, ll, be, mugged, or, murdered, ., I, sometimes, get, on, my, high-horse, and, call, him, racist, (, someone, has, to, do, it, ), ,, but, I, respect, the, level, of, fear, he, harbors, ., That, said, ,, who, is, he, worrying, about, ?, Himself, ., And, how, is, he, ...]",100
15,"[comes, back, from, the, cruise, looks, so, healthy, and, so, quiet.Hmmm, ?, ?, ?, that, ?, ?, ?, s, a, good, question, ,, Val, ., That, ?, ?, ?, s, definitely, something, to, ask, the, Smoothie, General, ., He, loves, logic, puzzles, ., The, Smoothie, General, ?, He, ?, ?, ?, s, the, manager, of, the, store, but, he, also, carriers, a, machete, ., He, ?, ?, ?, s, sooo, cute, ., He, was, born, in, a, bushel, of, strawberries, and, he, ?, ?, ?, s, got, eight, wives, ,, same, as, the, number, of, grapes, you, can, hold, in, ...]",100
16,"[America, ?, ?, ?, ?, And, I, know, I, ?, ?, ?, ll, be, able, to, sit, them, down, and, proudly, tell, them, that, I, wrote, some, really, clever, tweets.I, took, on, this, hateful, movement, of, racism, and, xenophobia, with, multiple, social, media, posts, of, less, than, 140, characters, ., Sometimes, ,, I, would, even, mention, Trump, directly, so, he, could, read, them, himself, ., My, dozens, of, followers, would, stare, at, their, phones, with, bated, breath, ,, waiting, for, my, brilliant, commentary, that, was, not, only, profound, ,, but, often, quite, funny, too, ., I, bet, I, swayed, some, ...]",100
17,"[already, responded, ., I, only, read, what, fits, in, the, pop-up, notification, ., If, you, think, your, message, is, too, important, for, seven-words-or-less, ,, then, I, was, going, to, cut, you, out, of, my, life, anyway, ., OK., Subject, :, ?, ?, ?, RE, :, What, is, wrong, with, you, ?, ?, ?, ?, ?, ?, ?, I, don, ?, ?, ?, t, think, we, ?, ?, ?, ve, spoken, in, ?, ?, ?, ?, ?, ?, Alt-Ctrl-Shift-F9, !, Next, !, Alt-Tab, ,, Alt-Shift-Tab, ., She, ?, ?, ?, s, great, ., I, shouldn, ?, ?, ?, t, have, waited, ...]",100
18,"[?, ?, ?, ?, You, said, ?, ?, ?, semen, ?, ?, ?, ,, ?, ?, ?, giggled, Jane., ?, ?, ?, And, this, Spouter, Inn, you, mention, ,, Admiral, Stinky, ,, it, sounds, like, a, total, dive, ., Don, ?, ?, ?, t, ever, take, me, there, ,, mmmkay, ?, ?, ?, ?, ?, ?, ?, Nay, ,, woman, ,, I, shan, ?, ?, ?, t, ., It, is, not, meant, for, one, as, dainty, as, you.There, ,, I, will, meet, the, otherswho, will, go, on, this, terrific, journey, with, me.Lads, with, names, like, ?, ?, ?, Queequeg, ?, ...]",100
19,"[on, a, severely, delayed, timetable, is, perfectly, acceptable.Candidate, is, accustomed, to, a, reporting, structure, that, includes, multiple, redundant, levels, of, management, ., Visibility, to, and/or, engagement, with, leadership, figures, will, be, ideally, restricted, to, various, ?, ?, ?, Fireside, Chat, ?, ?, ?, situations, in, which, senior, management, pretends, to, have, a, casual, ,, cardigan-sweater-and-loafers-type, relationship, with, lower-ranking, individuals.Recognition, need, not, exceed, the, annual, ?, ?, ?, merit, ?, ?, ?, increase, ,, along, with, an, occasional, acrylic, ?, ?, ?, outstanding, effort, ?, ?, ?, figurine, ., Opportunities, for, advancement, should, follow, a, largely, sluggish, career, path, outlined, by, ...]",100
20,"[really, hit, it, off, with, your, two, daughters, and, I, thought, ,, well, ,, heck, ,, this, is, it, !, We, ?, ?, ?, ve, arrived, !, This, is, the, village, of, 9-, and, 11-year-old, girls, it, will, take, to, raise, my, child, !, When, we, first, moved, to, this, neighborhood, I, had, high, hopes, ., I, have, always, dreamed, of, finding, that, spirit, of, the, old, African, proverb, :, ?, ?, ?, Omwana, ni, wa, bhone, ,, ?, ?, ?, which, means, It, takes, a, village, of, pretty, much, anyone, other, than, myself, to, raise, my, child, ,, wherever, ...]",100
21,"[was, about, last, night, ., If, you, would, just, answer, the, door, straight, away, ,, or, better, yet, ,, leave, it, unlocked, ,, he, could, just, climb, right, in, and, snuggle, up, with, one, of, the, girls, ,, like, a, wiggly, warm, animal, ., I, think, of, Mylo, as, a, cute, little, kitten, that, everyone, secretly, wishes, would, visit, their, homes.Also, sometimes, Rick, has, a, business/leisure, trip, that, overlaps, with, my, own, business/leisure, trips, so, we, just, remember, to, put, a, box, of, Alphabits, out, for, Mylo, and, he, ?, ?, ?, s, pretty, good, about, entertaining, himself, for, a, ...]",100
22,"[it, in, her, face, and, punch, a, wall, ., I, ?, ?, ?, ll, offer, to, pay, for, the, meal, ,, then, when, the, check, comes, I, ?, ?, ?, ll, light, a, napkin, on, fire, and, disappear, out, a, bathroom, window, ., Sometimes, I, ?, ?, ?, ll, text, back, the, next, day, ,, other, times, it, will, be, months, and, I, ?, ?, ?, ll, explain, that, I, ?, ?, ?, ve, changed, my, name, and, moved, to, Argentina, ., This, system, has, worked, surprisingly, well, ., I, ?, ?, ?, ve, had, over, twenty-five, first, dates, in, ...]",100
23,"[?, ?, ?, s, pimple, before, it, even, knows, it, is, there, because, you, just, get, each, other, ,, that, ?, ?, ?, s, all2, ., OK, ,, this, luxury, Catamaran, to, destination, Speak, Your, Truth, is, gliding, full, speed, ahead, !, Now, it, ?, ?, ?, s, time, for, step, two, of, this, plan, :, cut, out, all, the, fat, of, your, life, (, non-truth, ), to, find, Your, Truth, ., First, ,, quit, your, job, immediately, with, no, backup, plan, because, you, deserve, a, self-made, maternity, leave, to, divinely, gestate, Your, Truth, ., Then, divorce, (, or, murder, ...]",100
24,"[whether, or, not, I, should, continue, with, my, bathroom, affairs, out, of, respect, to, her, callers, ., Over, the, past, year, ,, I, ?, ?, ?, ve, come, to, recognize, the, people, she, calls, by, their, voices, and, consider, them, ?, ?, ?, friends, of, a, friend., ?, ?, ?, And, they, should, receive, some, sort, of, courtesy, ., Monica, ?, ?, ?, s, preferred, phone, booth, is, ,, of, course, ,, the, handicap, stall, ., Whether, or, not, we, want, it, ,, Monica, brings, everyone, into, the, personal, business, of, her, daughter, ?, ?, ?, s, daycare, schedule, ,, ...]",100
25,"[re, having, another, election, ?, It, ?, ?, ?, s, true, !, You, know, I, ?, ?, ?, m, a, levelheaded, fellow, without, a, strong, party, preference, or, political, ideology, ,, but, I, pride, myself, on, doing, my, homework, before, participating, in, this, sacred, institution, of, American, democracy, ., And, by, that, I, mean, that, I, read, your, Facebook, and, Twitter, posts, ., The, good, news, is, that, I, ?, ?, ?, m, just, now, starting, to, pay, attention, to, this, crazy, horserace, we, call, an, election, ,, and, my, openness, to, new, points, of, view, is, rivaled, only, by, ...]",100
26,"[your, school.2, ., Des, Are, you, a, total, rock, star, when, it, comes, to, social, media, ?, Could, you, write, content, in, your, sleep, ?, Are, you, willing, to, die, in, your, place, of, employment, ?, Then, Hybleeys, is, looking, for, you, !, Hybleeys, is, a, group, of, dynamic, social, media, professionals, working, in, the, B2B, startup, space, ,, and, we, love, using, our, extreme, over-dedication, to, ultimately, meaningless, work, as, an, excuse, to, leave, our, personal, problems, completely, unexamined, ., We, ?, ?, ?, re, looking, for, a, new, team, member, to, join, us, in, our, swanky, downtown, office, ...]",100
27,"[FIESTA, TEXAS, (, The, University, of, Michigan, ), ?, ?, ?, TURN, WHO, YOU, ARE, INTO, WHAT, YOU, ?, ?, ?, LL, BE, ?, ?, ?, :, AGE, PERFECT, NIGHT, CREAM, FOR, MATURE, SKIN, BY, L, ?, ?, ?, OR, ?, ?, AL, (, Wake, Forest, University, ), ?, ?, ?, AMERICAN, DREAM, MACHINE, ?, ?, ?, :, FOLLOW, CHEVROLET, ON, TWITTER, (, The, City, University, of, New, York, ), ?, ?, ?, IMAGINE, THE, POSSIBILITIES, ?, ?, ?, ?, ?, ?, :, BEVMO, !, SIZZLING, SUMMER, WINE, SALE, (, The, University, of, Southern, California, ), ?, ?, ?, WHY, ...]",100
28,"[on, tahwahds, the, rivah, n, ?, ?, ?, ?, ?, ?, OH, SHIT, !, !, !, Fuckin, ?, ?, ?, that, one, went, right, off, the, post, !, You, see, that, ?, Seguin, ?, ?, ?, s, got, a, wicked, good, wristshot., ?, ?, ?, but, uh, ,, yeah, ,, so, Odin, ?, ?, ?, s, guys, ,, they, ?, ?, ?, re, all, crossin, ?, ?, ?, the, salt, n, ?, ?, ?, peppah, bridge, now, n, ?, ?, ?, so, they, meet, up, with, Odin, n, ?, ?, ?, Heimall, n, ?, ?, ?, all, the, othah, gods, ...]",100
29,"[sleepin, ?, ?, ?, it, off, ovah, r, ?, ?, ?, at, the, DD, ., So, he, gets, his, ass, up, n, ?, ?, ?, he, gohrges, himself, on, some, frozen, hash, browns, since, at, this, point, he, ?, ?, ?, s, just, like, who, the, fuck, even, cahres, if, they, ?, ?, ?, re, cold, ah, not, ,, the, wohrld, ?, ?, ?, s, ?, ?, ?, bout, tah, fuckin, ?, ?, ?, end, n, ?, ?, ?, he, needs, some, goddamned, nourishment, if, he, ?, ?, ?, s, gonnah, go, n, ?, ?, ?, ahrm, wrestle, that, piece-ah-shit, ...]",100
30,"[?, so, now, that, whole, fi, ?, ?, ?, ah, spreads, like, a, fuckin, ?, ?, ?, wild, fi, ?, ?, ?, ah, across, the, hub, n, ?, ?, ?, the, entiyah, univehrse, buhrns, tah, a, fuckin, ?, ?, ?, crisp, !, Yeah, ,, yah, know, ,, since, we, ?, ?, ?, ve, had, such, a, drought, this, sum, ?, ?, ?, STOP, DICKING, AROUND, WITH, THE, FUCKING, PUCK, !, !, !, Uhhhhhhgggghghhhh, ?, ?, ?, ?, ?, ?, n, ?, ?, ?, so, yeah, ,, the, entiyah, fuckin, ?, ?, ?, univerhse, buhrns, n, ?, ?, ?, so, ah, ...]",100
31,"[was, funny, in, 8th, grade, and, it, ?, ?, ?, s, funny, now, !, So, if, you, could, track, down, a, candidate, who, likes, to, insult, people, when, it, comes, to, their, gender, ,, race, ,, ethnicity, ,, physical, ability, ,, marriage, status, ,, eggheadedness, and/or, even, just, their, imaginary, slights, ,, comments, ,, or, qualities, ,, I, ?, ?, ?, d, really, appreciate, it, ., Bonus, points, if, the, mood, created, by, those, insults, also, carries, with, it, a, halo, of, future, physical, harm, by, this, candidate, ?, ?, ?, s, supporters, ., Bring, all, that, great, American, stuff, ...]",100
32,"[featuring, Grace, Jones, as, James, Bond, ), .Say, Anything, ?, ?, ?, A, teenage, boy, is, denied, a, romantic, connection, when, he, fails, to, adjust, his, stalker-like, behavior.An, American, TailA, cartoon, mouse, from, Mexico, is, permitted, to, remain, in, the, United, States, because, he, immigrated, under, the, age, of, 16, ,, has, continuously, lived, in, the, country, for, at, least, five, years, ,, and, recently, obtained, his, GED.PoltergeistA, Native, American, family, buys, a, haunted, house, built, on, a, white, person, burial, ground, ;, later, ,, the, family, expands, the, phantoms, ?, ?, ?, worldviews, by, reading, aloud, passages, from, Howard, ...]",100
33,"[Nietzschean, ), section, headings, like, ?, ?, ?, Beyond, Sandwich, Cookies, ?, ?, ?, .It, ?, ?, ?, s, mysterious, in, what, way, Oreo, flavors, are, facilitated, through, the, idea, of, ice, cream, ., How, does, ice, cream, figure, in, ,, ontologically, speaking, ?, Why, not, simply, a, green, tea, flavored, Oreo, ?, Were, they, afraid, we, would, think, it, wasn, ?, ?, ?, t, sweet, ?, Like, that, it, was, gon, na, be, an, Oreo, that, actually, tasted, like, tea, ?, The, natural, hope, is, for, a, brand-crossover, ice, cream, called, Green, Tea, Ice, Cream, Oreo, Ice, Cream.But, still, ...]",100
34,"[the, order, for, one, Mac, n, Cheetos, and, paying, with, money, I, earned, myself, ,, I, had, second, thoughts, ., Mostly, of, the, fourteen, year, old, becoming, addicted, to, Mac, n, Cheetos, and, this, being, the, first, of, many, ,, many, trips, ,, especially, since, I, had, officially, refused, to, ever, go, to, Chik, fil-A, again.We, made, a, deal, between, the, menu, board, and, the, pay, window, ., He, could, have, one, order, ,, and, his, little, brother, and, I, would, each, have, one, bite, ., The, experience, would, be, Snapchatted, and, then, we, ?, ?, ?, d, all, move, ...]",100
35,"[,, Office, ,, enjoy, with, a, movie, ,, or, refuel, on, a, hike, ,, Best, by, 08/03/2017Seriously, ,, just, say, :, Our, dried, corn, is, a, Kansas, farm, summer, ., Minus, death, by, dry-corn-drowning, and, farm, animal, poop.This, stuff, is, city-girl, nostalgia, crack, ., I, do, eat, it, on, salads, and, on-the-go, and, maybe, even, on, top, of, my, green, eggs, and, ham, ., Maybe, not, on, tacos, or, stews, (, really, stew, ?, ?, ?, what, marketing, writer, adds, in, stews, ?, ), but, you, have, to, draw, the, line, somewhere, ., You, have, just, avoided, death, by, silo, ...]",100
36,"[,, a, duality, that, I, can, appreciate, ., It, proclaims, ,, like, that, government, census, I, filled, out, ,, that, White, and, Hispanic, can, and, often, do, label, the, same, package.That, ?, ?, ?, s, all, well, and, good, on, paper, ,, but, if, someone, in, my, open-plan, office, asks, what, I, ?, ?, ?, m, eating, ?, ?, ?, and, some, nosy, desk, mate, will, ?, ?, ?, I, will, refer, to, it, strictly, as, rice, pudding, ., Despite, being, half, Hispanic, ,, I, am, translucently, pale, and, was, raised, by, white, people, of, European, descent, ., To, pepper, ...]",100
37,"[sandwich, in, the, commercial, advertised, with, the, Signature, Sriracha, Big, Mac, Sauce, spread, over, a, beef, patty, ,, there, was, only, one, choice.Eventually, ,, I, ended, up, with, a, beef, patty, served, on, a, potato, roll, with, the, promised, Signature, Sriracha, Big, Mac, Sauce, ,, white, cheddar, ,, crispy, onions, ,, a, spinach/kale, blend, ,, and, a, tomato, ., I, began, eating, as, I, pulled, away, from, Kareem, ,, thanking, him, for, his, help, through, the, ordering, process.What, I, can, report, ,, I, must, admit, ,, could, potentially, be, colored, by, my, previously, admitted, McDonald, ?, ?, ?, s, hiatus, ...]",100
38,"[way, ., The, golden, Oreos, served, as, a, perfect, foil, to, the, strawberry, cream, ?, ?, ?, the, shortcake, part, of, the, dessert, ,, if, you, will, ., Suffice, it, to, say, that, we, devoured, that, entire, goddamn, bag, in, one, sitting, ,, and, were, only, left, wanting, more, ., We, made, three, more, unnecessary, ,, horrendous, ,, migraine-inducing, trips, to, Walmart, that, weekend, alone, ,, each, trip, resulting, the, same, way, ?, ?, ?, shame, ?, ?, ?, eating, the, entire, package, by, ourselves, in, the, dark.-, -, -Starbucks, ?, ?, ?, Pink, Drink, ?, ?, ?, Submitted, by, ...]",100
39,"[in, moisture, and, induces, dust, storms.Singularly, helpless, ,, look, into, the, gentle, eyes, of, Mei, and, find, a, way, inside, yourself, ,, survival, mode, ,, to, negotiate, the, tedium, of, chewing, and, swallowing, a, dry, ,, choking, cookie, ., Think, about, the, time-stillness, of, your, life, ,, in, an, office, that, has, ravaged, your, youth, ,, your, Joey-Chandler-Ross, years, :, how, the, quotidian, can, be, so, fundamentally, cruel.Your, colleagues, ?, ?, ?, Derrick, ,, Mary, ,, and, Mei, ?, ?, ?, openly, stare, at, you, ,, their, warm, morning, breaths, and, neutrally, scented, ,, perspiring, bodies., ?, ?, ?, How, ...]",100
40,"[whom, she, only, saw, twice, a, year, when, they, pressed, their, young, faces, against, a, rusted, border, fence, outlining, China, and, not-China, territories, of, a, world, young, Mei, intuited, was, a, place, of, riches, ?, ?, ?, migod, !, Bell-bottom, pants, and, pop, records, and, Coca-Cola, and, warehouses, full, of, cooking, oil, ., Back, then, cooking, oil, was, scarce, and, pork, fat, was, loaded, into, anything, to, address, severe, winters, of, side-dashing, snow, storms, that, seethed, over, the, countryside, and, made, you, want, to, die, a, gentle, sleep, ,, tin, canisters, were, used, to, store, fat, drippings, ,, her, grandmother, ...]",100
41,"[), can, be, expensive, so, as, a, gesture, of, gratitude, we, ?, ?, ?, d, like, to, provide, you, with, space, in, our, programs, for, ad, placement, ., Past, productions, have, been, able, to, make, as, much, as, $, 39, dollars, by, selling, this, ad, space.If, you, have, any, questions, please, first, look, it, up, in, the, handbook, then, ask, the, question, on, MyFestival, ,, then, send, me, an, email, ., If, I, do, not, respond, to, that, email, please, consider, your, question, a, lost, cause.So, excited, to, see, your, art, !, Sincerely, ,, Mimi, WatkinsProducing, Artistic, DirectorTheaterWOW1, Some, deadlines, ...]",100
42,"[item, had, to, be, examined, ., It, was, a, hugely, emotional, process, for, us, both, ,, reinforcing, our, sisterhood.In, a, bedroom, drawer, ,, under, a, sea, of, stained, takeout, menus, ,, letters, from, the, 1930s, ,, unopened, Con, Ed, bills, ,, and, old, photos, ,, I, noticed, a, crinkled, silver, whistle, ,, something, A, had, picked, up, years, ago, during, a, trip, to, Mexico, ., Handmade, ,, with, a, gold, head, and, an, interesting, shape, ,, it, played, a, loud, ,, crisp, note, ,, and, I, loved, the, feel, of, it, in, my, hand, ., J, offered, it, to, me, ...]",100
43,"[?, ?, m, Not, In, Love, ,, ?, ?, ?, 10ccDrinking, heavily, ,, then, realizing, that, your, weird, neighbor, Todd, is, actually, attractive, in, a, not-attractive-in-any-fucking-way-at-all, way, ?, ?, ?, So, Into, You, ,, ?, ?, ?, Atlanta, Rhythm, SectionSitting, in, the, passenger, seat, of, your, weird, neighbor, Todd, ?, ?, ?, s, Kia, Soul, ,, cruising, through, town, ,, no, destination, in, mind, ?, ?, ?, Ride, Like, the, Wind, ,, ?, ?, ?, Christopher, CrossRealizing, you, ?, ?, ?, re, walking, into, the, lounge, at, the, local, Holiday, Inn, with, your, weird, neighbor, Todd, ?, ?, ?, I, ...]",100
44,"[and, decency, in, the, ?, ?, ?, wait, ,, the, people, I, don, ?, ?, ?, t, like, are, saying, that, thing, Donald, Trump, did, was, ?, ?, ?, good, ?, !, NO, ,, NO, ,, NO, ,, NO, ,, NO, !, It, wasn, ?, ?, ?, t, good, !, It, was, heartless, and, retrograde, and, grammatically, incorrect, on, countless, levels, !, How, can, you, be, so, blind, ?, Our, republic, is, fragile, and, that, thing, Donald, Trump, did, could, be, the, very, thing, that, destroys, it, !, My, heart, is, racing, !, I, feel, sick, !, I, need, some, ...]",100
45,"[?, s, bread, contains, Azodicarbonamide, ,, the, same, chemical, used, to, make, yoga, mats.Donald, Trump, will, not, eat, anything, that, is, also, used, to, make, yoga, mats, ., Trump, has, never, practiced, yoga, ,, an, Indian, ritual, ,, ever, in, his, life, ., If, they, want, to, see, a, politician, get, into, a, pretzel-shape, ,, ask, Hillary, Clinton, about, her, email, !, Absolutely, no, reason, that, Trump, would, be, scared, to, hold, a, Subway, sandwich, because, his, hands, would, look, diminutive, in, comparison.If, the, media, points, out, Subway, ?, ?, ?, s, bread, no, longer, contains, Azodicarbonamide, ,, refer, to, ...]",100
46,"[their, wretched, Wrigleyville, epicenter, like, a, thick, splotch, of, red, and, blue, ink, oozing, across, the, page, ,, destroying, everything, in, its, path, ., And, they, shall, claim, the, city.For, weeks, the, unsuspecting, metropolis, will, be, ravaged, by, the, thick-necked, ,, soft-handed, followers, cloaked, in, their, red, and, vomit-stained, royal, blue, ,, the, streets, awash, with, urine, and, Natty, Light, from, Rogers, Park, to, Chinatown.Together, in, arms, ,, these, supporters, shall, make, public, transportation, a, thing, of, the, past, as, thousands, of, innocents, attempt, to, flee, too, late, ., The, devastation, of, any, ill-maintained, structures, in, the, way, of, their, ...]",100
47,"[submarine, captain, ?, ?, ?, s, uniform, while, you, operate, ?, Do, you, eat, a, big, can, of, spinach, before, operating, ,, the, way, Popeye, would, ?, Why, do, I, equate, this, surgery, with, naval, exercises, ?, 5, ., What, are, the, things, that, can, go, wrong, ?, What, are, the, things, that, can, go, horribly, wrong, ?, Do, you, sometimes, wish, you, had, just, gone, to, pharmacy, school, ?, 6, ., During, the, operation, could, we, listen, to, Bach, ?, ?, ?, s, ?, ?, ?, Goldberg, Variations, ?, ?, ?, ?, And, right, before, you, put, me, under, ...]",100
