,0,code
14,"[the, Baths, of, Caracalla, ,, the, Claudian, Aqueduct, ,, the, Cloaca, Maxima, --, the, eternal, bore, designed, the, Eternal, City, ,, and, unless, all, men, and, books, do, lie, ,, he, painted, every, thing, in, it, !, Dan, said, the, other, day, to, the, guide, ,, ``, Enough, ,, enough, ,, enough, !, Say, no, more, !, Lump, the, whole, thing, !, say, that, the, Creator, made, Italy, from, designs, by, Michael, Angelo, !, '', I, never, felt, so, fervently, thankful, ,, so, soothed, ,, so, tranquil, ,, so, filled, with, a, blessed, peace, ,, as, I, did, yesterday, when, ...]",1
15,"[men, 's, --, but, it, is, my, judgment, ,, be, it, good, or, bad, ., Just, here, I, will, mention, something, that, seems, curious, to, me, ., There, are, no, ``, Christ, 's, Churches, '', in, Rome, ,, and, no, ``, Churches, of, the, Holy, Ghost, ,, '', that, I, can, discover, ., There, are, some, four, hundred, churches, ,, but, about, a, fourth, of, them, seem, to, be, named, for, the, Madonna, and, St., Peter, ., There, are, so, many, named, for, Mary, that, they, have, to, be, distinguished, by, all, sorts, of, affixes, ,, if, I, understand, the, ...]",1
16,"[abroad, and, fell, upon, the, decks, of, ships, seven, hundred, and, fifty, miles, at, sea, !, I, will, take, the, ashes, at, a, moderate, discount, ,, if, any, one, will, take, the, thirty, miles, of, smoke, ,, but, I, do, not, feel, able, to, take, a, commanding, interest, in, the, whole, story, by, myself, ., They, pronounce, it, Pom-pay-e, ., I, always, had, an, idea, that, you, went, down, into, Pompeii, with, torches, ,, by, the, way, of, damp, ,, dark, stairways, ,, just, as, you, do, in, silver, mines, ,, and, traversed, gloomy, tunnels, with, lava, overhead, and, something, ...]",1
17,"[into, the, court, within, ., There, was, instantly, a, banging, of, doors, and, a, shout, ., Denny, dropped, from, the, wall, in, a, twinkling, ,, and, we, retreated, in, disorder, to, the, gate, ., Xerxes, took, that, mighty, citadel, four, hundred, and, eighty, years, before, Christ, ,, when, his, five, millions, of, soldiers, and, camp-followers, followed, him, to, Greece, ,, and, if, we, four, Americans, could, have, remained, unmolested, five, minutes, longer, ,, we, would, have, taken, it, too, ., The, garrison, had, turned, out, --, four, Greeks, ., We, clamored, at, the, gate, ,, and, they, admitted, us, ., ...]",1
18,"[twenty-five, ., His, robe, filled, with, air, and, stood, out, all, around, him, like, a, balloon, ., They, made, no, noise, of, any, kind, ,, and, most, of, them, tilted, their, heads, back, and, closed, their, eyes, ,, entranced, with, a, sort, of, devotional, ecstacy, ., There, was, a, rude, kind, of, music, ,, part, of, the, time, ,, but, the, musicians, were, not, visible, ., None, but, spinners, were, allowed, within, the, circle, ., A, man, had, to, either, spin, or, stay, outside, ., It, was, about, as, barbarous, an, exhibition, as, we, have, witnessed, yet, ., Then, sick, ...]",1
19,"[Every, body, in, Constantinople, warned, us, to, be, very, careful, about, our, passports, ,, see, that, they, were, strictly, 'en, regle, ', ,, and, never, to, mislay, them, for, a, moment, :, and, they, told, us, of, numerous, instances, of, Englishmen, and, others, who, were, delayed, days, ,, weeks, ,, and, even, months, ,, in, Sebastopol, ,, on, account, of, trifling, informalities, in, their, passports, ,, and, for, which, they, were, not, to, blame, ., I, had, lost, my, passport, ,, and, was, traveling, under, my, room-mate, 's, ,, who, stayed, behind, in, Constantinople, to, await, our, return, ., To, ...]",1
20,"[., Possibly, it, may, be, thought, that, our, party, tarried, too, long, ,, or, did, other, improper, things, ,, but, such, was, not, the, case, ., The, company, felt, that, they, were, occupying, an, unusually, responsible, position, --, they, were, representing, the, people, of, America, ,, not, the, Government, --, and, therefore, they, were, careful, to, do, their, best, to, perform, their, high, mission, with, credit, ., On, the, other, hand, ,, the, Imperial, families, ,, no, doubt, ,, considered, that, in, entertaining, us, they, were, more, especially, entertaining, the, people, of, America, than, they, could, by, showering, attentions, on, ...]",1
21,"[be, foolish, enough, to, attempt, it, ., At, ancient, Ayassalook, ,, in, the, midst, of, a, forbidding, desert, ,, we, came, upon, long, lines, of, ruined, aqueducts, ,, and, other, remnants, of, architectural, grandeur, ,, that, told, us, plainly, enough, we, were, nearing, what, had, been, a, metropolis, ,, once, ., We, left, the, train, and, mounted, the, donkeys, ,, along, with, our, invited, guests, --, pleasant, young, gentlemen, from, the, officers, ', list, of, an, American, man-of-war, ., The, little, donkeys, had, saddles, upon, them, which, were, made, very, high, in, order, that, the, rider, 's, feet, might, not, ...]",1
22,"[confusion, of, getting, under, way, for, a, very, long, trip, ,, and, promising, to, do, a, great, deal, better, in, future, !, It, is, midnight, ,, now, ,, and, we, break, camp, at, six, in, the, morning, ., They, call, this, camping, out, ., At, this, rate, it, is, a, glorious, privilege, to, be, a, pilgrim, to, the, Holy, Land, ., We, are, camped, near, Temnin-el-Foka, --, a, name, which, the, boys, have, simplified, a, good, deal, ,, for, the, sake, of, convenience, in, spelling, ., They, call, it, Jacksonville, ., It, sounds, a, little, strangely, ,, here, in, the, ...]",1
23,"[meagre, little, puddles, they, call, ``, fountains, ,, '', and, which, are, not, found, oftener, on, a, journey, than, every, four, hours, ., But, the, ``, rivers, '', of, Pharpar, and, Abana, of, Scripture, (, mere, creeks, ,, ), run, through, Damascus, ,, and, so, every, house, and, every, garden, have, their, sparkling, fountains, and, rivulets, of, water, ., With, her, forest, of, foliage, and, her, abundance, of, water, ,, Damascus, must, be, a, wonder, of, wonders, to, the, Bedouin, from, the, deserts, ., Damascus, is, simply, an, oasis, --, that, is, what, it, is, ., For, four, thousand, years, ...]",1
24,"[the, dirt, had, caked, on, them, till, it, amounted, to, bark, ., The, little, children, were, in, a, pitiable, condition, --, they, all, had, sore, eyes, ,, and, were, otherwise, afflicted, in, various, ways, ., They, say, that, hardly, a, native, child, in, all, the, East, is, free, from, sore, eyes, ,, and, that, thousands, of, them, go, blind, of, one, eye, or, both, every, year, ., I, think, this, must, be, so, ,, for, I, see, plenty, of, blind, people, every, day, ,, and, I, do, not, remember, seeing, any, children, that, had, n't, sore, eyes, ., And, ,, ...]",1
25,"[into, ., A, more, authentic, tradition, ,, aided, by, the, geography, of, the, country, ,, places, the, pit, in, Dothan, ,, some, two, days, ', journey, from, here, ., However, ,, since, there, are, many, who, believe, in, this, present, pit, as, the, true, one, ,, it, has, its, interest, ., It, is, hard, to, make, a, choice, of, the, most, beautiful, passage, in, a, book, which, is, so, gemmed, with, beautiful, passages, as, the, Bible, ;, but, it, is, certain, that, not, many, things, within, its, lids, may, take, rank, above, the, exquisite, story, of, Joseph, ., Who, taught, ...]",1
26,"[., But, if, the, paint, and, the, ribbons, and, the, flowers, be, stripped, from, it, ,, a, skeleton, will, be, found, beneath, ., So, stripped, ,, there, remains, a, lake, six, miles, wide, and, neutral, in, color, ;, with, steep, green, banks, ,, unrelieved, by, shrubbery, ;, at, one, end, bare, ,, unsightly, rocks, ,, with, (, almost, invisible, ), holes, in, them, of, no, consequence, to, the, picture, ;, eastward, ,, ``, wild, and, desolate, mountains, ;, '', (, low, ,, desolate, hills, ,, he, should, have, said, ;, ), in, the, north, ,, a, mountain, called, Hermon, ,, ...]",1
27,"[familiar, to, the, very, children, of, every, house, ,, and, city, ,, and, obscure, hamlet, of, the, furthest, lands, of, Christendom, ;, a, spot, which, myriads, of, men, would, toil, across, the, breadth, of, a, world, to, see, ,, would, consider, it, a, priceless, privilege, to, look, upon, ., It, was, easy, to, think, these, thoughts, ., But, it, was, not, easy, to, bring, myself, up, to, the, magnitude, of, the, situation, ., I, could, sit, off, several, thousand, miles, and, imagine, the, angel, appearing, ,, with, shadowy, wings, and, lustrous, countenance, ,, and, note, the, glory, that, streamed, downward, ...]",1
28,"[the, vineyard, ;, and, she, went, forth, and, forged, letters, to, the, nobles, and, wise, men, ,, in, the, King, 's, name, ,, and, ordered, them, to, proclaim, a, fast, and, set, Naboth, on, high, before, the, people, ,, and, suborn, two, witnesses, to, swear, that, he, had, blasphemed, ., They, did, it, ,, and, the, people, stoned, the, accused, by, the, city, wall, ,, and, he, died, ., Then, Jezebel, came, and, told, the, King, ,, and, said, ,, Behold, ,, Naboth, is, no, more, --, rise, up, and, seize, the, vineyard, ., So, Ahab, seized, the, vineyard, ,, ...]",1
29,"[hang, before, it, are, of, gold, and, silver, ,, and, cost, great, sums, ., But, the, feature, of, the, place, is, a, short, column, that, rises, from, the, middle, of, the, marble, pavement, of, the, chapel, ,, and, marks, the, exact, centre, of, the, earth, ., The, most, reliable, traditions, tell, us, that, this, was, known, to, be, the, earth, 's, centre, ,, ages, ago, ,, and, that, when, Christ, was, upon, earth, he, set, all, doubts, upon, the, subject, at, rest, forever, ,, by, stating, with, his, own, lips, that, the, tradition, was, correct, ., Remember, ,, He, said, ...]",1
30,"[fragments, are, all, quaint, and, peculiar, ,, and, so, the, charm, of, novelty, is, added, to, the, deep, interest, they, naturally, inspire, ., One, meets, with, these, venerable, scraps, at, every, turn, ,, especially, in, the, neighboring, Mosque, el, Aksa, ,, into, whose, inner, walls, a, very, large, number, of, them, are, carefully, built, for, preservation, ., These, pieces, of, stone, ,, stained, and, dusty, with, age, ,, dimly, hint, at, a, grandeur, we, have, all, been, taught, to, regard, as, the, princeliest, ever, seen, on, earth, ;, and, they, call, up, pictures, of, a, pageant, that, is, familiar, to, ...]",1
31,"[the, terraced, and, retreating, colonnades, one, sees, in, fanciful, pictures, of, Belshazzar, 's, Feast, and, the, palaces, of, the, ancient, Pharaohs, ., No, other, human, dwelling, is, near, ., It, was, founded, many, ages, ago, by, a, holy, recluse, who, lived, at, first, in, a, cave, in, the, rock, --, a, cave, which, is, inclosed, in, the, convent, walls, ,, now, ,, and, was, reverently, shown, to, us, by, the, priests, ., This, recluse, ,, by, his, rigorous, torturing, of, his, flesh, ,, his, diet, of, bread, and, water, ,, his, utter, withdrawal, from, all, society, and, from, the, vanities, ...]",1
32,"[I, got, there, ,, and, I, told, the, clerk, I, would, like, plenty, of, lights, ,, because, I, wanted, to, read, an, hour, or, two, ., When, I, reached, No, ., 15, with, the, porter, (, we, came, along, a, dim, hall, that, was, clad, in, ancient, carpeting, ,, faded, ,, worn, out, in, many, places, ,, and, patched, with, old, scraps, of, oil, cloth, --, a, hall, that, sank, under, one, 's, feet, ,, and, creaked, dismally, to, every, footstep, ,, ), he, struck, a, light, --, two, inches, of, sallow, ,, sorrowful, ,, consumptive, tallow, candle, ,, that, ...]",1
33,"[of, Cairo, ,, because, it, is, only, a, repetition, ,, a, good, deal, intensified, and, exaggerated, ,, of, the, Oriental, cities, I, have, already, spoken, of, ;, I, shall, not, tell, of, the, Great, Caravan, which, leaves, for, Mecca, every, year, ,, for, I, did, not, see, it, ;, nor, of, the, fashion, the, people, have, of, prostrating, themselves, and, so, forming, a, long, human, pavement, to, be, ridden, over, by, the, chief, of, the, expedition, on, its, return, ,, to, the, end, that, their, salvation, may, be, thus, secured, ,, for, I, did, not, see, that, either, ;, I, ...]",1
34,"[again, ., CONCLUSION, ., Nearly, one, year, has, flown, since, this, notable, pilgrimage, was, ended, ;, and, as, I, sit, here, at, home, in, San, Francisco, thinking, ,, I, am, moved, to, confess, that, day, by, day, the, mass, of, my, memories, of, the, excursion, have, grown, more, and, more, pleasant, as, the, disagreeable, incidents, of, travel, which, encumbered, them, flitted, one, by, one, out, of, my, mind, --, and, now, ,, if, the, Quaker, City, were, weighing, her, anchor, to, sail, away, on, the, very, same, cruise, again, ,, nothing, could, gratify, me, more, than, to, be, a, passenger, ...]",1
35,"[in, all, that, great, assemblage, was, in, Conrad, 's, breast, ., The, gladdest, was, in, his, father, 's, ., For, ,, unknown, to, his, daughter, ``, Conrad, ,, '', the, old, Baron, Klugenstein, was, come, ,, and, was, among, the, crowd, of, nobles, ,, triumphant, in, the, swelling, fortunes, of, his, house, ., After, the, heralds, had, made, due, proclamation, and, the, other, preliminaries, had, followed, ,, the, venerable, Lord, Chief, justice, said, :, ``, Prisoner, ,, stand, forth, !, '', The, unhappy, princess, rose, and, stood, unveiled, before, the, vast, multitude, ., The, Lord, Chief, Justice, continued, :, ``, ...]",1
36,"[., But, he, was, treading, on, dangerous, ground, ,, now, ., He, began, to, come, across, solid, wisdom, in, those, documents, that, was, rather, weighty, on, his, stomach, ;, and, occasionally, he, would, take, a, joke, that, would, shake, him, up, till, it, loosened, his, teeth, ;, it, was, getting, to, be, perilous, times, with, him, ,, but, he, held, his, grip, with, good, courage, and, hopefully, ,, till, at, last, he, began, to, stumble, on, statements, that, not, even, a, camel, could, swallow, with, impunity, ., He, began, to, gag, and, gasp, ,, and, his, eyes, to, stand, out, ...]",1
37,"[conductor, as, an, admiral, is, to, the, captain, of, the, flag-ship, ., The, driver, 's, beat, was, pretty, long, ,, and, his, sleeping-time, at, the, stations, pretty, short, ,, sometimes, ;, and, so, ,, but, for, the, grandeur, of, his, position, his, would, have, been, a, sorry, life, ,, as, well, as, a, hard, and, a, wearing, one, ., We, took, a, new, driver, every, day, or, every, night, (, for, they, drove, backward, and, forward, over, the, same, piece, of, road, all, the, time, ), ,, and, therefore, we, never, got, as, well, acquainted, with, them, as, we, did, ...]",1
38,"[him, so, leaky, with, bullet, holes, that, he, ``, could, n't, hold, his, vittles, ., '', This, person, 's, statement, were, not, generally, believed, ., We, shut, the, blinds, down, very, tightly, that, first, night, in, the, hostile, Indian, country, ,, and, lay, on, our, arms, ., We, slept, on, them, some, ,, but, most, of, the, time, we, only, lay, on, them, ., We, did, not, talk, much, ,, but, kept, quiet, and, listened, ., It, was, an, inky-black, night, ,, and, occasionally, rainy, ., We, were, among, woods, and, rocks, ,, hills, and, gorges, --, so, shut, in, ...]",1
39,"[when, they, came, closet, ., In, the, one, place, I, speak, of, ,, one, could, look, below, him, upon, a, world, of, diminishing, crags, and, canyons, leading, down, ,, down, ,, and, away, to, a, vague, plain, with, a, thread, in, it, which, was, a, road, ,, and, bunches, of, feathers, in, it, which, were, trees, ,, --, a, pretty, picture, sleeping, in, the, sunlight, --, but, with, a, darkness, stealing, over, it, and, glooming, its, features, deeper, and, deeper, under, the, frown, of, a, coming, storm, ;, and, then, ,, while, no, film, or, shadow, marred, the, noon, brightness, ...]",1
40,"[instantly, ,, provided, it, could, be, done, before, your, gift, left, your, hand, ., Otherwise, it, would, be, absolutely, necessary, for, you, to, make, an, exactly, similar, gift, to, all, my, children, --, and, knowing, by, experience, the, importance, of, the, thing, ,, I, would, have, stood, by, and, seen, to, it, myself, that, you, did, it, ,, and, did, it, thoroughly, ., Once, a, gentleman, gave, one, of, my, children, a, tin, whistle, --, a, veritable, invention, of, Satan, ,, sir, ,, and, one, which, I, have, an, unspeakable, horror, of, ,, and, so, would, you, if, you, had, ...]",1
41,"[and, then, come, some, dark, night, when, no, mischief, was, expected, ,, and, burn, down, the, buildings, and, kill, the, men, from, ambush, as, they, rushed, out, ., And, once, ,, in, the, night, ,, they, attacked, the, stage-coach, when, a, District, Judge, ,, of, Nevada, Territory, ,, was, the, only, passenger, ,, and, with, their, first, volley, of, arrows, (, and, a, bullet, or, two, ), they, riddled, the, stage, curtains, ,, wounded, a, horse, or, two, and, mortally, wounded, the, driver, ., The, latter, was, full, of, pluck, ,, and, so, was, his, passenger, ., At, the, driver, ...]",1
42,"[there, was, not, the, semblance, of, a, smile, anywhere, visible, ., I, know, I, am, not, capable, of, suffering, more, than, I, did, during, those, few, minutes, of, suspense, in, the, dark, ,, surrounded, by, those, creeping, ,, bloody-minded, tarantulas, ., I, had, skipped, from, bed, to, bed, and, from, box, to, box, in, a, cold, agony, ,, and, every, time, I, touched, anything, that, was, furzy, I, fancied, I, felt, the, fangs, ., I, had, rather, go, to, war, than, live, that, episode, over, again, ., Nobody, was, hurt, ., The, man, who, thought, a, tarantula, had, ``, got, ...]",1
43,"[``, Carson, County, ,, '', and, then, the, aspect, of, things, changed, ., Californians, began, to, flock, in, ,, and, the, American, element, was, soon, in, the, majority, ., Allegiance, to, Brigham, Young, and, Utah, was, renounced, ,, and, a, temporary, territorial, government, for, ``, Washoe, '', was, instituted, by, the, citizens, ., Governor, Roop, was, the, first, and, only, chief, magistrate, of, it, ., In, due, course, of, time, Congress, passed, a, bill, to, organize, ``, Nevada, Territory, ,, '', and, President, Lincoln, sent, out, Governor, Nye, to, supplant, Roop, ., At, this, time, the, population, of, the, Territory, ...]",1
44,"[state, is, but, dull, ,, unornamental, stuff, ,, and, that, only, low-born, metals, excite, the, admiration, of, the, ignorant, with, an, ostentatious, glitter, ., However, ,, like, the, rest, of, the, world, ,, I, still, go, on, underrating, men, of, gold, and, glorifying, men, of, mica, ., Commonplace, human, nature, can, not, rise, above, that, ., True, knowledge, of, the, nature, of, silver, mining, came, fast, enough, ., We, went, out, ``, prospecting, '', with, Mr., Ballou, ., We, climbed, the, mountain, sides, ,, and, clambered, among, sage-brush, ,, rocks, and, snow, till, we, were, ready, to, drop, with, exhaustion, ...]",1
45,"['ve, actually, been, circussing, round, and, round, in, a, circle, for, more, than, two, hours, ,, out, here, in, this, blind, desert, !, By, George, this, is, perfectly, hydraulic, !, '', Then, the, old, man, waxed, wroth, and, abusive, ., He, called, Ollendorff, all, manner, of, hard, names, --, said, he, never, saw, such, a, lurid, fool, as, he, was, ,, and, ended, with, the, peculiarly, venomous, opinion, that, he, ``, did, not, know, as, much, as, a, logarythm, !, '', We, certainly, had, been, following, our, own, tracks, ., Ollendorff, and, his, ``, mental, compass, '', were, in, disgrace, ...]",1
46,"[matters, ., He, found, the, Daley, cropping, out, of, the, apex, of, an, exceedingly, sharp-pointed, peak, ,, and, a, couple, of, men, up, there, ``, facing, '', the, proposed, tunnel, ., Townsend, made, a, calculation, ., Then, he, said, to, the, men, :, ``, So, you, have, taken, a, contract, to, run, a, tunnel, into, this, hill, two, hundred, and, fifty, feet, to, strike, this, ledge, ?, '', ``, Yes, ,, sir, ., '', ``, Well, ,, do, you, know, that, you, have, got, one, of, the, most, expensive, and, arduous, undertakings, before, you, that, was, ever, conceived, by, man, ...]",1
47,"[the, morning, was, so, quiet, and, sunny, ,, and, the, lake, so, smooth, and, glassy, and, dead, ,, that, we, could, not, resist, the, temptation, ., So, we, filled, two, large, tin, canteens, with, water, (, since, we, were, not, acquainted, with, the, locality, of, the, spring, said, to, exist, on, the, large, island, ), ,, and, started, ., Higbie, 's, brawny, muscles, gave, the, boat, good, speed, ,, but, by, the, time, we, reached, our, destination, we, judged, that, we, had, pulled, nearer, fifteen, miles, than, twelve, ., We, landed, on, the, big, island, and, went, ashore, ., We, ...]",1
48,"[nine, days, ,, without, success, ;, they, could, not, find, the, cement, ., Then, a, ghastly, fear, came, over, him, that, something, might, have, happened, to, prevent, the, doing, of, the, necessary, work, to, hold, the, blind, lead, (, though, indeed, he, thought, such, a, thing, hardly, possible, ), ,, and, forthwith, he, started, home, with, all, speed, ., He, would, have, reached, Esmeralda, in, time, ,, but, his, horse, broke, down, and, he, had, to, walk, a, great, part, of, the, distance, ., And, so, it, happened, that, as, he, came, into, Esmeralda, by, one, road, ,, I, entered, ...]",1
49,"[I, had, a, trunk, about, half, full, of, ``, stock, ., '', When, a, claim, made, a, stir, in, the, market, and, went, up, to, a, high, figure, ,, I, searched, through, my, pile, to, see, if, I, had, any, of, its, stock, --, and, generally, found, it, ., The, prices, rose, and, fell, constantly, ;, but, still, a, fall, disturbed, us, little, ,, because, a, thousand, dollars, a, foot, was, our, figure, ,, and, so, we, were, content, to, let, it, fluctuate, as, much, as, it, pleased, till, it, reached, it, ., My, pile, of, stock, was, not, all, ...]",1
50,"[here, ,, madam, ,, but, we, ca, n't, allow, you, to, pay, ., Set, right, down, there, ,, mum, ,, and, do, n't, you, be, the, least, uneasy, ., Make, yourself, just, as, free, as, if, you, was, in, your, own, turn-out, ., '', Within, two, minutes, ,, three, gentlemen, ,, two, fat, women, ,, and, a, couple, of, children, ,, entered, ., ``, Come, right, along, ,, friends, ,, '', said, Col., Jack, ;, ``, do, n't, mind, us, ., This, is, a, free, blow-out, ., '', Then, he, whispered, to, Col., Jim, ,, ``, New, York, ai, n't, ...]",1
