|0|code
17|[do, nothing, at, all, is, the, most, difficult, thing, in, the, world, ,, the, most, difficult, and, the, most, intellectual, ., To, Plato, ,, with, his, passion, for, wisdom, ,, this, was, the, noblest, form, of, energy, ., To, Aristotle, ,, with, his, passion, for, knowledge, ,, this, was, the, noblest, form, of, energy, also, ., It, was, to, this, that, the, passion, for, holiness, led, the, saint, and, the, mystic, of, medi, ?, val, days, ., Youth, !, There, is, nothing, like, it, ., It, is, absurd, to, talk, of, the, ignorance, of, youth, ., The, only, people, to, ...]|2
18|[., They, are, such, an, essential, part, of, one, 's, personality, ., It, is, through, art, ,, and, through, art, only, ,, that, we, can, realise, our, perfection, ;, through, art, and, through, art, only, ,, that, we, can, shield, ourselves, from, the, sordid, perils, of, actual, existence, ., A, man, who, can, dominate, a, London, dinner-table, can, dominate, the, world, ., The, future, belongs, to, the, dandy, ., It, is, the, exquisites, who, are, going, to, rule, ., It, often, happens, that, the, real, tragedies, of, life, occur, in, such, an, inartistic, manner, that, they, hurt, us, by, their, ...]|2
19|[speak, the, truth, ., It, is, the, first, time, in, my, life, that, I, have, ever, been, reduced, to, such, a, painful, position, ,, and, I, am, really, quite, inexperienced, in, doing, anything, of, the, kind, ., The, man, who, regards, his, past, is, a, man, who, deserves, to, have, no, future, to, look, forward, to, ., Just, as, it, is, only, by, contact, with, the, art, of, foreign, nations, that, the, art, of, a, country, gains, that, individual, and, separate, life, that, we, call, nationality, ,, so, ,, by, curious, inversion, ,, it, is, only, by, intensifying, his, own, ...]|2
20|[enough, of, them, they, will, forgive, us, everything, ,, even, our, gigantic, intellects, ., Society, is, a, necessary, thing, ., No, man, has, any, real, success, in, this, world, unless, he, has, got, women, to, back, him, --, and, women, rule, society, ., If, you, have, not, got, women, on, your, side, you, are, quite, over, ., You, might, just, as, well, be, a, barrister, or, a, stockbroker, or, a, journalist, at, once, ., The, worship, of, the, senses, has, often, ,, and, with, much, justice, ,, been, decried, ;, men, feeling, a, natural, instinct, of, terror, about, passions, and, ...]|2
21|[we, see, it, ., It, will, grow, naturally, and, simply, flowerlike, ,, or, as, a, tree, grows, ., It, will, not, be, at, discord, ., It, will, never, argue, or, dispute, ., It, will, not, prove, things, ., It, will, know, everything, ,, and, yet, it, will, not, busy, itself, about, knowledge, ., It, will, have, wisdom, ., Its, value, will, not, be, measured, by, material, things, ., It, will, have, nothing, ,, and, yet, it, will, have, everything, ,, and, whatever, one, takes, from, it, it, will, still, have, ,, so, rich, it, will, be, ., It, will, not, ...]|2
22|[sensation, ., There, is, only, one, class, in, the, community, that, thinks, more, about, money, than, the, rich, ,, and, that, is, the, poor, ., The, poor, can, think, of, nothing, else, ., That, is, the, misery, of, being, poor, ., To, live, is, the, rarest, thing, in, the, world, ., Most, people, exist, --, that, is, all, ., Personality, is, a, very, mysterious, thing, ., A, man, can, not, always, be, estimated, by, what, he, does, ., He, may, keep, the, law, ,, and, yet, be, worthless, ., He, may, break, the, law, ,, and, yet, be, fine, ., ...]|2
23|[., In, the, common, world, of, fact, the, wicked, are, not, punished, nor, the, good, rewarded, ., Success, is, given, to, the, strong, ,, failure, thrust, upon, the, weak, ., Nothing, should, be, able, to, harm, a, man, except, himself, ., Nothing, should, be, able, to, rob, a, man, at, all, ., What, a, man, really, has, is, what, is, in, him, ., What, is, outside, of, him, should, be, a, matter, of, no, importance, ., Modern, morality, consists, in, accepting, the, standard, of, one, 's, age, ., I, consider, that, for, any, man, of, culture, to, accept, the, standard, ...]|2
24|[instinct, before, we, become, fine, ., Self-denial, is, simply, a, method, by, which, man, arrests, his, progress, ,, and, self-sacrifice, a, survival, of, the, mutilation, of, the, savage, ,, part, of, that, old, worship, of, pain, which, is, so, terrible, a, factor, in, the, history, of, the, world, ,, and, which, even, now, makes, its, victims, day, by, day, and, has, its, altars, in, the, land, ., Virtues, !, Who, knows, what, the, virtues, are, ?, Not, you, ., Not, I, ., Not, anyone, ., It, is, well, for, our, vanity, that, we, slay, the, criminal, ,, for, if, we, ...]|2
25|[experience, of, the, race, ., Through, its, intensified, assertion, of, individualism, it, saves, us, from, the, commonplace, ., In, its, rejection, of, the, current, notions, about, morality, it, is, one, with, the, higher, ethics, ., Formerly, we, used, to, canonise, our, heroes, ., The, modern, method, is, to, vulgarise, them, ., Cheap, editions, of, great, books, may, be, delightful, ,, but, cheap, editions, of, great, men, are, absolutely, detestable, ., Individualism, does, not, come, to, man, with, any, claims, upon, him, at, all, ., It, comes, naturally, and, inevitably, out, of, man, ., It, is, the, point, to, which, all, ...]|2
26|[they, to, care, for, me, ., They, have, become, stout, and, tedious, ,, and, when, I, meet, them, they, go, in, at, once, for, reminiscences, ., That, awful, memory, of, women, !, What, a, fearful, thing, it, is, !, And, what, an, utter, intellectual, stagnation, it, reveals, !, Examinations, are, pure, humbug, from, beginning, to, end, ., If, a, man, is, a, gentleman, he, knows, quite, enough, ,, and, if, he, is, not, a, gentleman, whatever, he, knows, is, bad, for, him, ., Credit, is, the, capital, of, a, younger, son, ,, and, he, can, live, charmingly, on, it, ., ...]|2
27|[muses, ,, and, spent, our, days, in, the, sordid, streets, and, hideous, suburbs, of, our, vile, cities, when, we, should, be, out, on, the, hillside, with, Apollo, ., Certainly, we, are, a, degraded, race, ,, and, have, sold, our, birthright, for, a, mess, of, facts, ., Nothing, can, cure, the, soul, but, the, senses, ,, just, as, nothing, can, cure, the, senses, but, the, soul, ., I, can, stand, brute, force, ,, but, brute, reason, is, quite, unbearable, ., There, is, something, unfair, about, its, use, ., It, is, hitting, below, the, intellect, ., Those, who, live, in, marble, or, ...]|2
28|[--, is, higher, ,, indeed, ,, than, genius, ,, as, it, needs, no, explanation, ., It, is, one, of, the, great, facts, of, the, world, ,, like, sunlight, ,, or, spring-time, ,, or, the, reflection, in, dark, water, of, that, silver, shell, we, call, the, moon, ., It, can, not, be, questioned, ,, it, has, its, divine, right, of, sovereignty, ., The, only, way, to, get, rid, of, a, temptation, is, to, yield, to, it, ., Resist, it, and, your, soul, grows, sick, with, longing, for, the, things, it, has, forbidden, to, itself, ., Women, spoil, every, romance, by, trying, ...]|2
29|[of, the, soul, that, is, within, him, ., The, aim, of, life, is, self-development, ., To, realise, one, 's, nature, perfectly, --, that, is, what, each, of, us, is, here, for, ., There, is, no, such, thing, as, a, good, influence, ., All, influence, is, immoral, --, immoral, from, the, scientific, point, of, view, ., Words, have, not, merely, music, as, sweet, as, that, of, viol, and, lute, ,, colour, as, rich, and, vivid, as, any, that, makes, lovely, for, us, the, canvas, of, the, Venetian, or, the, Spaniard, ,, and, plastic, form, no, less, sure, and, certain, than, that, ...]|2
30|[her, word, the, frost, lays, its, silver, finger, on, the, burning, mouth, of, June, ,, and, the, winged, lions, creep, out, from, the, hollows, of, the, Lydian, hills, ., The, dryads, peer, from, the, thicket, as, she, passes, by, ,, and, the, brown, fauns, smile, strangely, at, her, when, she, comes, near, them, ., She, has, hawk-faced, gods, that, worship, her, ,, and, the, centaurs, gallop, at, her, side, ., In, literature, mere, egotism, is, delightful, ., If, we, live, for, aims, we, blunt, our, emotions, ., If, we, live, for, aims, we, live, for, one, minute, ,, for, one, ...]|2
31|[., How, marriage, ruins, a, man, !, It, 's, as, demoralising, as, cigarettes, ,, and, far, more, expensive, ., He, must, be, quite, respectable, ., One, has, never, heard, his, name, before, in, the, whole, course, of, one, 's, life, ,, which, speaks, volumes, for, a, man, nowadays, ., Literature, always, anticipates, life, ., It, does, not, copy, it, ,, but, moulds, it, to, its, purpose, ., As, long, as, a, thing, is, useful, or, necessary, to, us, or, affects, us, in, any, way, ,, either, for, pain, or, pleasure, ,, or, appeals, strongly, to, our, sympathies, or, is, a, ...]|2
32|[Hedonism, that, shall, recreate, life, and, save, it, from, that, harsh, ,, uncomely, Puritanism, that, is, having, ,, in, our, own, day, ,, its, curious, revival, ., It, must, have, its, service, of, the, intellect, ,, certainly, ,, yet, it, must, never, accept, any, theory, or, system, that, will, involve, the, sacrifice, of, any, mode, of, passionate, experience, ., Its, aim, ,, indeed, ,, is, to, be, experience, itself, and, not, the, fruits, of, experience, ,, bitter, or, sweet, as, they, may, be, ., Of, the, 'stheticism, that, deadens, the, senses, ,, as, of, the, vulgar, profligacy, that, dulls, them, ...]|2
33|[happens, that, when, we, think, we, are, experimenting, on, others, we, are, really, experimenting, on, ourselves, ., Whenever, a, man, does, a, thoroughly, stupid, thing, it, is, always, from, the, noblest, motives, ., I, thought, I, had, no, heart, ., I, find, I, have, ,, and, a, heart, does, n't, suit, me, ., Somehow, it, does, n't, go, with, modern, dress, ., It, makes, one, look, old, ,, and, it, spoils, one, 's, career, at, critical, moments, ., I, do, n't, play, accurately, --, anyone, can, play, accurately, --, but, I, play, with, wonderful, expression, ., As, far, as, the, ...]|2
34|[that, is, all, ., Our, faces, are, really, masks, given, to, us, to, conceal, our, minds, with, ., What, on, earth, should, we, men, do, going, about, with, purity, and, innocence, ?, A, carefully, thought-out, buttonhole, is, much, more, effective, ., The, only, difference, between, a, caprice, and, a, lifelong, passion, is, that, the, caprice, lasts, a, little, longer, ., People, say, sometimes, that, beauty, is, only, superficial, ., That, may, be, so, ,, but, at, least, it, is, not, so, superficial, as, thought, is, ., It, is, the, spectator, and, not, life, that, art, really, mirrors, ., Nowadays, people, ...]|2
35|[in, order, that, the, divorce, court, may, not, play, about, idly, ., To, get, back, one, 's, youth, one, has, merely, to, repeat, one, 's, follies, ., Never, marry, a, woman, with, straw-coloured, hair, ., They, are, so, sentimental, ., The, reason, we, all, like, to, think, so, well, of, others, is, that, we, are, all, afraid, for, ourselves, ., The, basis, of, optimism, is, sheer, terror, ., We, think, that, we, are, generous, because, we, credit, our, neighbours, with, the, possession, of, those, virtues, that, are, likely, to, be, a, benefit, to, us, ., We, praise, the, banker, that, ...]|2
36|[All, that, it, really, demonstrates, is, that, our, future, will, be, the, same, as, our, past, and, that, the, sin, we, have, done, once, ,, and, with, loathing, ,, we, shall, do, many, times, ,, and, with, joy, ., Sensations, are, the, details, that, build, up, the, stories, of, our, lives, ., No, artist, has, ethical, sympathies, ., An, ethical, sympathy, in, an, artist, is, an, unpardonable, mannerism, of, style, ., She, looks, like, an, 'edition, de, luxe, ', of, a, wicked, French, novel, meant, specially, for, the, English, market, ., I, never, knew, what, terror, was, before, ;, I, ...]|2
37|[We, can, conceal, our, vices, if, we, care, to, --, for, a, time, at, least, --, but, a, virtue, will, out, ., Ca, n't, make, out, how, you, stand, London, society, ., The, thing, has, gone, to, the, dogs, :, a, lot, of, damned, nobodies, talking, about, nothing, ., You, do, n't, know, what, an, existence, they, lead, down, there, ., It, is, pure, ,, unadulterated, country, life, ., They, get, up, early, because, they, have, so, much, to, do, ,, and, go, to, bed, early, because, they, have, so, little, to, think, about, ., Nothing, is, so, fatal, to, ...]|2
38|[is, only, when, we, have, learned, to, love, forgetfulness, that, we, have, learned, the, art, of, living, ., To, reveal, art, and, conceal, the, artist, is, art, 's, aim, ., The, world, taken, 'en, masse, ', is, a, monster, ,, crammed, with, prejudices, ,, packed, with, prepossessions, ,, cankered, with, what, it, calls, virtues, ,, a, Puritan, ,, a, prig, ., And, the, art, of, life, is, the, art, of, defiance, ., To, defy, --, that, is, what, we, ought, to, live, for, ,, instead, of, living, ,, as, we, do, ,, to, acquiesce, ., Some, resemblance, the, creative, work, ...]|2
39|[to, conceal, their, tears, ., To, be, unnatural, is, often, to, be, great, ., To, be, natural, is, generally, to, be, stupid, ., To, lie, finely, is, an, art, ,, to, tell, the, truth, is, to, act, according, to, nature, ., People, who, talk, sense, are, like, people, who, break, stones, in, the, road, :, they, cover, one, with, dust, and, splinters, ., Jesus, said, to, man, :, You, have, a, wonderful, personality, ., Develop, it, ., Be, yourself, ., Do, n't, imagine, that, your, perfection, lies, in, accumulating, or, possessing, external, things, ., Your, perfection, is, inside, of, you, ...]|2
40|[?, in, love, with, death, ,, to, think, that, one, should, be, buried, in, so, sweet, a, place, ?, ;, and, indeed, when, I, saw, the, violets, and, the, daisies, and, the, poppies, that, overgrow, the, tomb, ,, I, remembered, how, the, dead, poet, had, once, told, his, friend, that, he, thought, the, ?, intensest, pleasure, he, had, received, in, life, was, in, watching, the, growth, of, flowers, ,, ?, and, how, another, time, ,, after, lying, a, while, quite, still, ,, he, murmured, in, some, strange, prescience, of, early, death, ,, ?, I, feel, the, flowers, growing, over, me., ...]|2
41|[in, the, Nineteenth, Century, ,, and, in, the, course, of, my, lecture, I, had, occasion, to, quote, Keats, 's, Sonnet, on, Blue, as, an, example, of, the, poet, 's, delicate, sense, of, colour-harmonies, ., When, my, lecture, was, concluded, there, came, round, to, see, me, a, lady, of, middle, age, ,, with, a, sweet, gentle, manner, and, a, most, musical, voice, ., She, introduced, herself, to, me, as, Mrs, ., Speed, ,, the, daughter, of, George, Keats, ,, and, invited, me, to, come, and, examine, the, Keats, manuscripts, in, her, possession, ., I, spent, most, of, the, next, day, with, ...]|2
42|[to, believe, that, the, sixth, line, in, Mr., Horwood, 's, version, is, really, a, genuine, variation, ., Keats, may, have, written, ,, and, the, transcript, may, have, been, carelessly, made, ,, but, having, got, his, line, right, in, his, first, draft, ,, Keats, probably, did, not, spoil, it, in, his, second, ., The, _Athen, ?, um_, version, inserts, a, comma, after, _art_, in, the, last, line, ,, which, seems, to, me, a, decided, improvement, ,, and, eminently, characteristic, of, Keats, 's, method, ., I, am, glad, to, see, that, Mr., Buxton, Forman, has, adopted, it, ., As, for, the, corrections, ...]|2
43|[always, something, depressing, about, the, coloured, lithograph, of, a, leg, of, mutton, ., As, regards, the, author, 's, particular, views, ,, we, entirely, agree, with, him, on, the, important, question, of, macaroni, ., ?, Never, ,, ?, he, says, ,, ?, ask, me, to, back, a, bill, for, a, man, who, has, given, me, a, macaroni, pudding., ?, Macaroni, is, essentially, a, savoury, dish, and, may, be, served, with, cheese, or, tomatoes, but, never, with, sugar, and, milk, ., There, is, also, a, useful, description, of, how, to, cook, risotto, ?, a, delightful, dish, too, rarely, seen, in, England, ;, ...]|2
44|[would, say, ,, could, he, see, Mr., Irving, 's, production, of, his, _Much, Ado, About, Nothing_, ,, or, Mr., Wilson, Barrett, 's, setting, of, his, _Hamlet_, ., Would, he, take, pleasure, in, the, glory, of, the, scenery, and, the, marvel, of, the, colour, ?, Would, he, be, interested, in, the, Cathedral, of, Messina, ,, and, the, battlements, of, Elsinore, ?, Or, would, he, be, indifferent, ,, and, say, the, play, ,, and, the, play, only, ,, is, the, thing, ?, Speculations, like, these, are, always, pleasurable, ,, and, in, the, present, case, happen, to, be, profitable, also, ., For, it, ...]|2
45|[congratulation, that, he, had, not, at, his, command, such, skilled, machinists, as, are, in, use, now, at, the, Princess, 's, and, at, the, Lyceum, ., For, had, Cleopatra, 's, barge, ,, for, instance, ,, been, a, structure, of, canvas, and, Dutch, metal, ,, it, would, probably, have, been, painted, over, or, broken, up, after, the, withdrawal, of, the, piece, ,, and, ,, even, had, it, survived, to, our, own, day, ,, would, ,, I, am, afraid, ,, have, become, extremely, shabby, by, this, time, ., Whereas, now, the, beaten, gold, of, its, poop, is, still, bright, ,, and, the, purple, ...]|2
46|[was, reduced, to, graceful, dumb-show, through, the, hammer, and, tin-tacks, behind, ., But, as, a, rule, the, stage, is, overcrowded, with, enormous, properties, ,, which, are, not, merely, far, more, expensive, and, cumbersome, than, scene-paintings, ,, but, far, less, beautiful, ,, and, far, less, true, ., Properties, kill, perspective, ., A, painted, door, is, more, like, a, real, door, than, a, real, door, is, itself, ,, for, the, proper, conditions, of, light, and, shade, can, be, given, to, it, ;, and, the, excessive, use, of, built-up, structures, always, makes, the, stage, too, glaring, ,, for, as, they, have, to, be, ...]|2
47|[gateway, of, the, house, of, Pallas, :, she, covers, with, fanlike, tracery, the, vaulted, entrance, to, Christ, Church, Hall, ,, and, looks, out, from, the, windows, of, Merton, ;, her, feet, have, stirred, the, Cumnor, cowslips, ,, and, she, gathers, fritillaries, in, the, river-fields, ., To, her, the, clamour, of, the, schools, and, the, dullness, of, the, lecture-room, are, a, weariness, and, a, vexation, of, spirit, ;, she, seeks, not, to, define, virtue, ,, and, cares, little, for, the, categories, ;, she, smiles, on, the, swift, athlete, whose, plastic, grace, has, pleased, her, ,, and, rejoices, in, the, young, Barbarians, ...]|2
48|[to, those, who, misunderstand, Plato, and, who, mistranslate, Aristotle, ?, And, should, the, artist, be, passed, over, ?, No, ., To, Prince, Hal, ,, Hotspur, and, Falstaff, ,, D.C.L, ., 's, should, be, gracefully, offered, ., I, feel, sure, they, would, be, gracefully, accepted, ., To, the, rest, of, the, company, the, crimson, or, the, sheepskin, hood, might, be, assigned, _honoris, caus, ?, _, to, the, eternal, confusion, of, the, Philistine, ,, and, the, rage, of, the, industrious, and, the, dull, ., Thus, would, Oxford, confer, honour, on, herself, ,, and, the, artist, be, placed, in, his, proper, position, ., ...]|2
49|[as, ?, a, creature, that, does, not, reason, and, pokes, the, fire, from, the, top, ,, ?, but, since, his, day, the, higher, education, of, women, has, considerably, altered, their, position, ., Women, have, always, had, an, emotional, sympathy, with, those, they, love, ;, Girton, and, Newnham, have, rendered, intellectual, sympathy, also, possible, ., In, our, day, it, is, best, for, a, man, to, be, married, ,, and, men, must, give, up, the, tyranny, in, married, life, which, was, once, so, dear, to, them, ,, and, which, ,, we, are, afraid, ,, lingers, still, ,, here, and, there, ., ?, ...]|2
50|[of, Philosophy_, ,, all, argumentative, books, and, all, books, that, try, to, prove, anything, ., The, third, class, is, by, far, the, most, important, ., To, tell, people, what, to, read, is, ,, as, a, rule, ,, either, useless, or, harmful, ;, for, ,, the, appreciation, of, literature, is, a, question, of, temperament, not, of, teaching, ;, to, Parnassus, there, is, no, primer, and, nothing, that, one, can, learn, is, ever, worth, learning, ., But, to, tell, people, what, not, to, read, is, a, very, different, matter, ,, and, I, venture, to, recommend, it, as, a, mission, to, the, University, ...]|2
51|[it, is, true, ,, for, ?, a, planet, where, reading, and, writing, are, absolutely, unknown, ,, ?, but, still, she, had, a, real, pleasure, in, letter-writing, ., Her, greatest, delight, was, the, communication, of, ideas, ,, and, she, is, always, in, the, heart, of, the, battle, ., She, discusses, pauperism, with, Louis, Napoleon, in, his, prison, at, Ham, ,, and, liberty, with, Armand, Barbes, in, his, dungeon, at, Vincennes, ;, she, writes, to, Lamennais, on, philosophy, ,, to, Mazzini, on, socialism, ,, to, Lamartine, on, democracy, ,, and, to, Ledru-Rollin, on, justice, ., Her, letters, reveal, to, us, not, merely, ...]|2
52|[., ?, I, make, popular, types, ,, ?, she, writes, ,, 'such, as, I, do, no, longer, see, ,, but, such, as, they, should, and, might, be., ?, For, realism, ,, in, M., Zola, 's, acceptation, of, the, word, ,, she, had, no, admiration, ., Art, to, her, was, a, mirror, that, transfigured, truths, but, did, not, represent, realities, ., Hence, she, could, not, understand, art, without, personality, ., ?, I, am, aware, ,, ?, she, writes, to, Flaubert, ,, ?, that, you, are, opposed, to, the, exposition, of, personal, doctrine, in, literature, ., Are, you, right, ?, Does, not, ...]|2
